QUAT,w,x,y,z,timestamp
quat0,-0.92892,-0.19010,0.29896,0.10770,949.94
quat1,0.24421,-0.62355,0.29068,-0.68341,949.94
quat2,-0.18348,0.17431,0.30773,0.91720,949.94
quat3,0.45806,0.61481,0.39699,0.50456,949.94
quat4,0.13749,-0.96791,0.19695,0.07383,949.94
quat5,0.00000,0.79621,0.00000,0.60502,949.94
quat6,0.00000,0.79621,0.00000,0.60502,949.94
quat7,0.00000,0.79621,0.00000,0.60502,949.94
quat8,0.00000,0.79621,0.00000,0.60502,949.94
quat0,0.49199,0.13182,-0.85815,-0.06443,949.96
quat1,0.25142,-0.60288,0.28485,-0.70156,949.96
quat2,-0.17328,0.14862,0.31218,0.92219,949.96
quat3,0.47158,0.59171,0.39078,0.52420,949.96
quat4,0.12416,-0.97525,0.17579,0.05076,949.96
quat5,0.00000,0.79621,0.00000,0.60502,949.96
quat6,0.00000,0.79621,0.00000,0.60502,949.96
quat7,0.00000,0.79621,0.00000,0.60502,949.96
quat8,0.00000,0.79621,0.00000,0.60502,949.96
quat0,0.52330,-0.12695,0.84074,0.05657,949.98
quat1,0.25949,-0.57839,0.27768,-0.72182,949.98
quat2,-0.16174,0.11943,0.31676,0.92695,949.98
quat3,0.48454,0.56557,0.38357,0.54611,949.98
quat4,0.11037,-0.98196,0.15112,0.02719,949.98
quat5,0.00000,0.79621,0.00000,0.60502,949.98
quat6,0.00000,0.79621,0.00000,0.60502,949.98
quat7,0.00000,0.79621,0.00000,0.60502,949.98
quat8,0.00000,0.79621,0.00000,0.60502,949.98
quat0,0.75858,-0.13773,0.63682,0.00629,950
quat1,0.26843,-0.55126,0.26825,-0.74303,950
quat2,-0.14990,0.08660,0.32111,0.93108,950
quat3,0.49753,0.53699,0.37514,0.56866,950
quat4,0.09546,-0.98768,0.12394,0.00254,950
quat5,0.00000,0.79621,0.00000,0.60502,950
quat6,0.00000,0.79621,0.00000,0.60502,950
quat7,0.00000,0.79621,0.00000,0.60502,950
quat8,0.00000,0.79621,0.00000,0.60502,950
quat0,0.79005,-0.13963,0.59692,-0.00410,950.02
quat1,0.27757,-0.52166,0.25827,-0.76428,950.02
quat2,-0.13629,0.05128,0.32486,0.93449,950.02
quat3,0.50966,0.50540,0.36651,0.59202,950.02
quat4,0.07966,-0.99211,0.09421,-0.02224,950.02
quat5,0.00000,0.79621,0.00000,0.60502,950.02
quat6,0.00000,0.79621,0.00000,0.60502,950.02
quat7,0.00000,0.79621,0.00000,0.60502,950.02
quat8,0.00000,0.79621,0.00000,0.60502,950.02
quat0,0.82019,-0.14507,0.55339,-0.00175,950.04
quat1,0.28714,-0.48978,0.24695,-0.78529,950.04
quat2,-0.12212,0.01286,0.32886,0.93636,950.04
quat3,0.52194,0.47079,0.35720,0.61509,950.04
quat4,0.06197,-0.99489,0.06304,-0.04870,950.04
quat5,0.00000,0.79621,0.00000,0.60502,950.04
quat6,0.00000,0.79621,0.00000,0.60502,950.04
quat7,0.00000,0.79621,0.00000,0.60502,950.04
quat8,0.00000,0.79621,0.00000,0.60502,950.04
quat0,0.84738,-0.14779,0.50988,-0.01111,950.06
quat1,0.29636,-0.45359,0.23561,-0.80679,950.06
quat2,-0.10525,-0.02818,0.33270,0.93672,950.06
quat3,0.53359,0.43225,0.34783,0.63833,950.06
quat4,0.04267,-0.99566,0.02988,-0.07708,950.06
quat5,0.00000,0.79621,0.00000,0.60502,950.06
quat6,0.00000,0.79621,0.00000,0.60502,950.06
quat7,0.00000,0.79621,0.00000,0.60502,950.06
quat8,0.00000,0.79621,0.00000,0.60502,950.06
quat0,0.87415,-0.14119,0.46438,-0.01696,950.08
quat1,0.30566,-0.41304,0.22270,-0.82848,950.08
quat2,-0.08705,-0.07266,0.33660,0.93479,950.08
quat3,0.54521,0.39109,0.33716,0.66039,950.08
quat4,0.02130,-0.99397,-0.00383,-0.10745,950.08
quat5,0.00000,0.79621,0.00000,0.60502,950.08
quat6,0.00000,0.79621,0.00000,0.60502,950.08
quat7,0.00000,0.79621,0.00000,0.60502,950.08
quat8,0.00000,0.79621,0.00000,0.60502,950.08
quat0,0.89444,-0.14053,0.42346,-0.03018,950.1
quat1,0.31458,-0.36716,0.21019,-0.84974,950.1
quat2,-0.06609,-0.12028,0.33950,0.93054,950.1
quat3,0.55585,0.34707,0.32589,0.68145,950.1
quat4,-0.00141,-0.98962,-0.03921,-0.13823,950.1
quat5,0.00000,0.79621,0.00000,0.60502,950.1
quat6,0.00000,0.79621,0.00000,0.60502,950.1
quat7,0.00000,0.79621,0.00000,0.60502,950.1
quat8,0.00000,0.79621,0.00000,0.60502,950.1
quat0,0.91376,-0.13800,0.38072,-0.03241,950.12
quat1,0.32406,-0.31721,0.19644,-0.86935,950.12
quat2,-0.04412,-0.17072,0.34167,0.92313,950.12
quat3,0.56554,0.30142,0.31330,0.70082,950.12
quat4,-0.02547,-0.98237,-0.07446,-0.16958,950.12
quat5,0.00000,0.79621,0.00000,0.60502,950.12
quat6,0.00000,0.79621,0.00000,0.60502,950.12
quat7,0.00000,0.79621,0.00000,0.60502,950.12
quat8,0.00000,0.79621,0.00000,0.60502,950.12
quat0,0.92731,-0.13357,0.34614,-0.04943,950.14
quat1,0.33327,-0.26276,0.18314,-0.88676,950.14
quat2,-0.01998,-0.22231,0.34188,0.91285,950.14
quat3,0.57339,0.25435,0.30058,0.71846,950.14
quat4,-0.04983,-0.97227,-0.11010,-0.20022,950.14
quat5,0.00000,0.79621,0.00000,0.60502,950.14
quat6,0.00000,0.79621,0.00000,0.60502,950.14
quat7,0.00000,0.79621,0.00000,0.60502,950.14
quat8,0.00000,0.79621,0.00000,0.60502,950.14
quat0,0.94455,-0.12071,0.29986,-0.05772,950.16
quat1,0.34225,-0.20621,0.16820,-0.90114,950.16
quat2,0.00415,-0.27542,0.34098,0.89881,950.16
quat3,0.57995,0.20745,0.28685,0.73372,950.16
quat4,-0.07435,-0.95921,-0.14490,-0.23109,950.16
quat5,0.00000,0.79621,0.00000,0.60502,950.16
quat6,0.00000,0.79621,0.00000,0.60502,950.16
quat7,0.00000,0.79621,0.00000,0.60502,950.16
quat8,0.00000,0.79621,0.00000,0.60502,950.16
quat0,0.95700,-0.11257,0.25816,-0.06949,950.18
quat1,0.34978,-0.14781,0.15374,-0.91223,950.18
quat2,0.02935,-0.32860,0.33804,0.88141,950.18
quat3,0.58429,0.16020,0.27431,0.74679,950.18
quat4,-0.09825,-0.94388,-0.17941,-0.25934,950.18
quat5,0.00000,0.79621,0.00000,0.60502,950.18
quat6,0.00000,0.79621,0.00000,0.60502,950.18
quat7,0.00000,0.79621,0.00000,0.60502,950.18
quat8,0.00000,0.79621,0.00000,0.60502,950.18
quat0,0.96732,-0.10424,0.21982,-0.07151,950.2
quat1,0.35653,-0.08895,0.13791,-0.91976,950.2
quat2,0.05422,-0.38105,0.33425,0.86031,950.2
quat3,0.58672,0.11307,0.26254,0.75766,950.2
quat4,-0.12144,-0.92653,-0.21265,-0.28561,950.2
quat5,0.00000,0.79621,0.00000,0.60502,950.2
quat6,0.00000,0.79621,0.00000,0.60502,950.2
quat7,0.00000,0.79621,0.00000,0.60502,950.2
quat8,0.00000,0.79621,0.00000,0.60502,950.2
quat0,0.97508,-0.09099,0.18547,-0.08086,950.22
quat1,0.36227,-0.03011,0.12332,-0.92339,950.22
quat2,0.07907,-0.43166,0.32879,0.83625,950.22
quat3,0.58688,0.06499,0.25311,0.76634,950.22
quat4,-0.14458,-0.90779,-0.24596,-0.30745,950.22
quat5,0.00000,0.79621,0.00000,0.60502,950.22
quat6,0.00000,0.79621,0.00000,0.60502,950.22
quat7,0.00000,0.79621,0.00000,0.60502,950.22
quat8,0.00000,0.79621,0.00000,0.60502,950.22
quat0,0.98324,-0.06843,0.14529,-0.08631,950.24
quat1,0.36706,0.02699,0.10844,-0.92346,950.24
quat2,0.10269,-0.47978,0.32202,0.80968,950.24
quat3,0.58435,0.01576,0.24471,0.77356,950.24
quat4,-0.16744,-0.88758,-0.27881,-0.32625,950.24
quat5,0.00000,0.79621,0.00000,0.60502,950.24
quat6,0.00000,0.79621,0.00000,0.60502,950.24
quat7,0.00000,0.79621,0.00000,0.60502,950.24
quat8,0.00000,0.79621,0.00000,0.60502,950.24
quat0,0.98527,-0.07050,0.12381,-0.09461,950.26
quat1,0.37461,0.08170,0.09592,-0.91858,950.26
quat2,0.12576,-0.52399,0.31293,0.78211,950.26
quat3,0.57770,-0.03598,0.23942,0.77952,950.26
quat4,-0.19097,-0.86683,-0.31084,-0.33986,950.26
quat5,0.00000,0.79621,0.00000,0.60502,950.26
quat6,0.00000,0.79621,0.00000,0.60502,950.26
quat7,0.00000,0.79621,0.00000,0.60502,950.26
quat8,0.00000,0.79621,0.00000,0.60502,950.26
quat0,0.98956,-0.05566,0.09936,-0.08837,950.28
quat1,0.38000,0.13204,0.08293,-0.91175,950.28
quat2,0.14766,-0.56251,0.30210,0.75532,950.28
quat3,0.56784,-0.08769,0.23621,0.78363,950.28
quat4,-0.21474,-0.84510,-0.34152,-0.35080,950.28
quat5,0.00000,0.79621,0.00000,0.60502,950.28
quat6,0.00000,0.79621,0.00000,0.60502,950.28
quat7,0.00000,0.79621,0.00000,0.60502,950.28
quat8,0.00000,0.79621,0.00000,0.60502,950.28
quat0,0.99074,-0.05752,0.08073,-0.09281,950.3
quat1,0.38406,0.17709,0.07085,-0.90339,950.3
quat2,0.16818,-0.59569,0.28991,0.72995,950.3
quat3,0.55736,-0.13920,0.23598,0.78377,950.3
quat4,-0.23837,-0.82194,-0.37215,-0.35931,950.3
quat5,0.00000,0.79621,0.00000,0.60502,950.3
quat6,0.00000,0.79621,0.00000,0.60502,950.3
quat7,0.00000,0.79621,0.00000,0.60502,950.3
quat8,0.00000,0.79621,0.00000,0.60502,950.3
quat0,0.99069,-0.06585,0.06152,-0.10199,950.32
quat1,0.38606,0.21468,0.05900,-0.89521,950.32
quat2,0.18720,-0.62287,0.27848,0.70671,950.32
quat3,0.54597,-0.19026,0.23580,0.78110,950.32
quat4,-0.26069,-0.79810,-0.40161,-0.36578,950.32
quat5,0.00000,0.79621,0.00000,0.60502,950.32
quat6,0.00000,0.79621,0.00000,0.60502,950.32
quat7,0.00000,0.79621,0.00000,0.60502,950.32
quat8,0.00000,0.79621,0.00000,0.60502,950.32
quat0,0.98898,-0.06378,0.07835,-0.10826,950.34
quat1,0.38786,0.24535,0.05023,-0.88704,950.34
quat2,0.20335,-0.64432,0.26890,0.68644,950.34
quat3,0.53439,-0.23912,0.23664,0.77541,950.34
quat4,-0.28085,-0.77500,-0.42853,-0.36993,950.34
quat5,0.00000,0.79621,0.00000,0.60502,950.34
quat6,0.00000,0.79621,0.00000,0.60502,950.34
quat7,0.00000,0.79621,0.00000,0.60502,950.34
quat8,0.00000,0.79621,0.00000,0.60502,950.34
quat0,0.98871,-0.05443,0.08634,-0.10973,950.36
quat1,0.38873,0.26867,0.04454,-0.88018,950.36
quat2,0.21525,-0.66027,0.26217,0.67006,950.36
quat3,0.52311,-0.28078,0.23493,0.76963,950.36
quat4,-0.29671,-0.75386,-0.45216,-0.37311,950.36
quat5,0.00000,0.79621,0.00000,0.60502,950.36
quat6,0.00000,0.79621,0.00000,0.60502,950.36
quat7,0.00000,0.79621,0.00000,0.60502,950.36
quat8,0.00000,0.79621,0.00000,0.60502,950.36
quat0,0.98988,-0.05001,0.08548,-0.10160,950.38
quat1,0.38986,0.28351,0.04039,-0.87521,950.38
quat2,0.22360,-0.66988,0.25657,0.65987,950.38
quat3,0.51499,-0.30976,0.22972,0.76555,950.38
quat4,-0.30786,-0.73731,-0.46971,-0.37546,950.38
quat5,0.00000,0.79621,0.00000,0.60502,950.38
quat6,0.00000,0.79621,0.00000,0.60502,950.38
quat7,0.00000,0.79621,0.00000,0.60502,950.38
quat8,0.00000,0.79621,0.00000,0.60502,950.38
quat0,0.98757,-0.06122,0.10382,-0.10090,950.4
quat1,0.39115,0.28960,0.03780,-0.87276,950.4
quat2,0.22800,-0.67447,0.25280,0.65514,950.4
quat3,0.51005,-0.32407,0.22263,0.76502,950.4
quat4,-0.31266,-0.72700,-0.48024,-0.37826,950.4
quat5,0.00000,0.79621,0.00000,0.60502,950.4
quat6,0.00000,0.79621,0.00000,0.60502,950.4
quat7,0.00000,0.79621,0.00000,0.60502,950.4
quat8,0.00000,0.79621,0.00000,0.60502,950.4
quat0,0.98525,-0.04364,0.13748,-0.09205,950.42
quat1,0.39264,0.28812,0.03832,-0.87255,950.42
quat2,0.22871,-0.67401,0.25103,0.65604,950.42
quat3,0.50918,-0.32543,0.21730,0.76656,950.42
quat4,-0.31165,-0.72372,-0.48339,-0.38137,950.42
quat5,0.00000,0.79621,0.00000,0.60502,950.42
quat6,0.00000,0.79621,0.00000,0.60502,950.42
quat7,0.00000,0.79621,0.00000,0.60502,950.42
quat8,0.00000,0.79621,0.00000,0.60502,950.42
quat0,0.98163,-0.04395,0.16591,-0.08336,950.44
quat1,0.39475,0.28142,0.04293,-0.87357,950.44
quat2,0.22633,-0.66822,0.25099,0.66277,950.44
quat3,0.51098,-0.31675,0.21485,0.76968,950.44
quat4,-0.30488,-0.72790,-0.48025,-0.38285,950.44
quat5,0.00000,0.79621,0.00000,0.60502,950.44
quat6,0.00000,0.79621,0.00000,0.60502,950.44
quat7,0.00000,0.79621,0.00000,0.60502,950.44
