QUAT,w,x,y,z,timestamp
quat0,0.59570,-0.62800,0.46378,0.18886,978.46
quat1,0.48692,-0.68130,-0.12728,-0.53155,978.46
quat2,0.58607,-0.70282,-0.12259,-0.38411,978.46
quat3,-0.11835,0.22695,-0.42748,-0.86703,978.46
quat4,-0.32678,0.16178,-0.53183,-0.76433,978.46
quat5,0.00000,0.38538,0.00000,0.92276,978.46
quat6,0.00000,0.38538,0.00000,0.92276,978.46
quat7,0.00000,0.38538,0.00000,0.92276,978.46
quat8,0.00000,0.38538,0.00000,0.92276,978.46
quat0,0.92523,0.01797,-0.37854,-0.01822,978.48
quat1,0.48704,-0.68204,-0.12327,-0.53143,978.48
quat2,0.58686,-0.70312,-0.11872,-0.38357,978.48
quat3,-0.12093,0.22887,-0.42651,-0.86665,978.48
quat4,-0.32974,0.16254,-0.52983,-0.76429,978.48
quat5,0.00000,0.38538,0.00000,0.92276,978.48
quat6,0.00000,0.38538,0.00000,0.92276,978.48
quat7,0.00000,0.38538,0.00000,0.92276,978.48
quat8,0.00000,0.38538,0.00000,0.92276,978.48
quat0,-0.90366,0.25370,-0.33727,-0.07274,978.5
quat1,0.48741,-0.68260,-0.11880,-0.53140,978.5
quat2,0.58790,-0.70306,-0.11423,-0.38345,978.5
quat3,-0.12415,0.23052,-0.42556,-0.86622,978.5
quat4,-0.33289,0.16290,-0.52757,-0.76441,978.5
quat5,0.00000,0.38538,0.00000,0.92276,978.5
quat6,0.00000,0.38538,0.00000,0.92276,978.5
quat7,0.00000,0.38538,0.00000,0.92276,978.5
quat8,0.00000,0.38538,0.00000,0.92276,978.5
quat0,-0.90689,0.24482,-0.33719,-0.06269,978.52
quat1,0.48779,-0.68275,-0.11380,-0.53194,978.52
quat2,0.58919,-0.70259,-0.10847,-0.38400,978.52
quat3,-0.12800,0.23105,-0.42383,-0.86637,978.52
quat4,-0.33671,0.16230,-0.52503,-0.76461,978.52
quat5,0.00000,0.38538,0.00000,0.92276,978.52
quat6,0.00000,0.38538,0.00000,0.92276,978.52
quat7,0.00000,0.38538,0.00000,0.92276,978.52
quat8,0.00000,0.38538,0.00000,0.92276,978.52
quat0,-0.90698,0.24506,-0.33631,-0.06497,978.54
quat1,0.48812,-0.68264,-0.10878,-0.53284,978.54
quat2,0.59036,-0.70214,-0.10312,-0.38450,978.54
quat3,-0.13204,0.23084,-0.42180,-0.86681,978.54
quat4,-0.34076,0.16078,-0.52229,-0.76502,978.54
quat5,0.00000,0.38538,0.00000,0.92276,978.54
quat6,0.00000,0.38538,0.00000,0.92276,978.54
quat7,0.00000,0.38538,0.00000,0.92276,978.54
quat8,0.00000,0.38538,0.00000,0.92276,978.54
quat0,-0.90725,0.24416,-0.33680,-0.06210,978.56
quat1,0.48819,-0.68288,-0.10390,-0.53344,978.56
quat2,0.59150,-0.70166,-0.09844,-0.38485,978.56
quat3,-0.13639,0.23063,-0.42022,-0.86696,978.56
quat4,-0.34509,0.15810,-0.51933,-0.76564,978.56
quat5,0.00000,0.38538,0.00000,0.92276,978.56
quat6,0.00000,0.38538,0.00000,0.92276,978.56
quat7,0.00000,0.38538,0.00000,0.92276,978.56
quat8,0.00000,0.38538,0.00000,0.92276,978.56
quat0,-0.90849,0.24119,-0.33592,-0.06023,978.58
quat1,0.48822,-0.68322,-0.09996,-0.53372,978.58
quat2,0.59230,-0.70141,-0.09427,-0.38512,978.58
quat3,-0.14030,0.23115,-0.41875,-0.86691,978.58
quat4,-0.34943,0.15459,-0.51621,-0.76650,978.58
quat5,0.00000,0.38538,0.00000,0.92276,978.58
quat6,0.00000,0.38538,0.00000,0.92276,978.58
quat7,0.00000,0.38538,0.00000,0.92276,978.58
quat8,0.00000,0.38538,0.00000,0.92276,978.58
quat0,-0.91099,0.23834,-0.33158,-0.05783,978.6
quat1,0.48863,-0.68327,-0.09688,-0.53386,978.6
quat2,0.59233,-0.70152,-0.09060,-0.38575,978.6
quat3,-0.14388,0.23198,-0.41842,-0.86626,978.6
quat4,-0.35439,0.14887,-0.51208,-0.76813,978.6
quat5,0.00000,0.38538,0.00000,0.92276,978.6
quat6,0.00000,0.38538,0.00000,0.92276,978.6
quat7,0.00000,0.38538,0.00000,0.92276,978.6
quat8,0.00000,0.38538,0.00000,0.92276,978.6
quat0,-0.91110,0.23615,-0.33268,-0.05877,978.62
quat1,0.48984,-0.68198,-0.09524,-0.53469,978.62
quat2,0.59144,-0.70163,-0.08715,-0.38771,978.62
quat3,-0.14785,0.23060,-0.41946,-0.86546,978.62
quat4,-0.36028,0.14006,-0.50727,-0.77023,978.62
quat5,0.00000,0.38538,0.00000,0.92276,978.62
quat6,0.00000,0.38538,0.00000,0.92276,978.62
quat7,0.00000,0.38538,0.00000,0.92276,978.62
quat8,0.00000,0.38538,0.00000,0.92276,978.62
quat0,-0.90975,0.24235,-0.33169,-0.05998,978.64
quat1,0.49247,-0.67821,-0.09553,-0.53701,978.64
quat2,0.58917,-0.70142,-0.08509,-0.39198,978.64
quat3,-0.15266,0.22639,-0.42049,-0.86523,978.64
quat4,-0.36522,0.13086,-0.50403,-0.77165,978.64
quat5,0.00000,0.38538,0.00000,0.92276,978.64
quat6,0.00000,0.38538,0.00000,0.92276,978.64
quat7,0.00000,0.38538,0.00000,0.92276,978.64
quat8,0.00000,0.38538,0.00000,0.92276,978.64
quat0,-0.90780,0.24948,-0.33122,-0.06279,978.66
quat1,0.49477,-0.67248,-0.09883,-0.54149,978.66
quat2,0.58629,-0.70051,-0.08706,-0.39746,978.66
quat3,-0.15480,0.21991,-0.42207,-0.86575,978.66
quat4,-0.36728,0.12215,-0.50334,-0.77255,978.66
quat5,0.00000,0.38538,0.00000,0.92276,978.66
quat6,0.00000,0.38538,0.00000,0.92276,978.66
quat7,0.00000,0.38538,0.00000,0.92276,978.66
quat8,0.00000,0.38538,0.00000,0.92276,978.66
quat0,-0.90650,0.25899,-0.32649,-0.06772,978.68
quat1,0.49677,-0.66535,-0.10603,-0.54707,978.68
quat2,0.58357,-0.69830,-0.09558,-0.40335,978.68
quat3,-0.15151,0.21278,-0.42678,-0.86581,978.68
quat4,-0.36467,0.11431,-0.50617,-0.77314,978.68
quat5,0.00000,0.38538,0.00000,0.92276,978.68
quat6,0.00000,0.38538,0.00000,0.92276,978.68
quat7,0.00000,0.38538,0.00000,0.92276,978.68
quat8,0.00000,0.38538,0.00000,0.92276,978.68
quat0,-0.89996,0.26247,-0.34059,-0.07200,978.7
quat1,0.49875,-0.65662,-0.11816,-0.55330,978.7
quat2,0.58150,-0.69320,-0.11002,-0.41137,978.7
quat3,-0.14488,0.20322,-0.43505,-0.86513,978.7
quat4,-0.35746,0.10471,-0.51250,-0.77369,978.7
quat5,0.00000,0.38538,0.00000,0.92276,978.7
quat6,0.00000,0.38538,0.00000,0.92276,978.7
quat7,0.00000,0.38538,0.00000,0.92276,978.7
quat8,0.00000,0.38538,0.00000,0.92276,978.7
quat0,-0.91468,0.22656,-0.33046,-0.05316,978.72
quat1,0.49989,-0.64687,-0.13686,-0.55940,978.72
quat2,0.57995,-0.68393,-0.12883,-0.42345,978.72
quat3,-0.13391,0.19132,-0.44578,-0.86414,978.72
quat4,-0.34655,0.09051,-0.52224,-0.77394,978.72
quat5,0.00000,0.38538,0.00000,0.92276,978.72
quat6,0.00000,0.38538,0.00000,0.92276,978.72
quat7,0.00000,0.38538,0.00000,0.92276,978.72
quat8,0.00000,0.38538,0.00000,0.92276,978.72
quat0,-0.90506,0.26250,-0.32681,-0.07185,978.74
quat1,0.49996,-0.63593,-0.16067,-0.56552,978.74
quat2,0.57847,-0.66897,-0.14869,-0.44243,978.74
quat3,-0.11782,0.17649,-0.45769,-0.86342,978.74
quat4,-0.33432,0.06852,-0.53319,-0.77411,978.74
quat5,0.00000,0.38538,0.00000,0.92276,978.74
quat6,0.00000,0.38538,0.00000,0.92276,978.74
quat7,0.00000,0.38538,0.00000,0.92276,978.74
quat8,0.00000,0.38538,0.00000,0.92276,978.74
quat0,-0.90080,0.26841,-0.33275,-0.07612,978.76
quat1,0.49926,-0.62128,-0.18807,-0.57391,978.76
quat2,0.57680,-0.64959,-0.17177,-0.46457,978.76
quat3,-0.09798,0.15661,-0.47124,-0.86244,978.76
quat4,-0.31900,0.04273,-0.54725,-0.77261,978.76
quat5,0.00000,0.38538,0.00000,0.92276,978.76
quat6,0.00000,0.38538,0.00000,0.92276,978.76
quat7,0.00000,0.38538,0.00000,0.92276,978.76
quat8,0.00000,0.38538,0.00000,0.92276,978.76
quat0,-0.89967,0.27049,-0.33360,-0.07833,978.78
quat1,0.49780,-0.59998,-0.21862,-0.58688,978.78
quat2,0.57400,-0.62675,-0.19888,-0.48801,978.78
quat3,-0.07664,0.12950,-0.48696,-0.86036,978.78
quat4,-0.29834,0.01589,-0.56539,-0.76882,978.78
quat5,0.00000,0.38538,0.00000,0.92276,978.78
quat6,0.00000,0.38538,0.00000,0.92276,978.78
quat7,0.00000,0.38538,0.00000,0.92276,978.78
quat8,0.00000,0.38538,0.00000,0.92276,978.78
quat0,-0.89923,0.27192,-0.33373,-0.07796,978.8
quat1,0.49447,-0.57188,-0.25192,-0.60414,978.8
quat2,0.56838,-0.60304,-0.23390,-0.50850,978.8
quat3,-0.05250,0.09731,-0.50362,-0.85682,978.8
quat4,-0.27149,-0.01124,-0.58702,-0.76261,978.8
quat5,0.00000,0.38538,0.00000,0.92276,978.8
quat6,0.00000,0.38538,0.00000,0.92276,978.8
quat7,0.00000,0.38538,0.00000,0.92276,978.8
quat8,0.00000,0.38538,0.00000,0.92276,978.8
quat0,-0.89656,0.28147,-0.33191,-0.08241,978.82
quat1,0.48808,-0.53941,-0.28637,-0.62354,978.82
quat2,0.55935,-0.57722,-0.27476,-0.52769,978.82
quat3,-0.02525,0.05903,-0.51982,-0.85186,978.82
quat4,-0.24174,-0.04227,-0.60994,-0.75349,978.82
quat5,0.00000,0.38538,0.00000,0.92276,978.82
quat6,0.00000,0.38538,0.00000,0.92276,978.82
quat7,0.00000,0.38538,0.00000,0.92276,978.82
quat8,0.00000,0.38538,0.00000,0.92276,978.82
quat0,-0.89550,0.28207,-0.33341,-0.08572,978.84
quat1,0.47795,-0.50296,-0.32333,-0.64347,978.84
quat2,0.54691,-0.54875,-0.31964,-0.54552,978.84
quat3,0.00427,0.01686,-0.53511,-0.84460,978.84
quat4,-0.20746,-0.07498,-0.63466,-0.74064,978.84
quat5,0.00000,0.38538,0.00000,0.92276,978.84
quat6,0.00000,0.38538,0.00000,0.92276,978.84
quat7,0.00000,0.38538,0.00000,0.92276,978.84
quat8,0.00000,0.38538,0.00000,0.92276,978.84
quat0,-0.89682,0.27476,-0.33734,-0.08021,978.86
quat1,0.46350,-0.46568,-0.36014,-0.66228,978.86
quat2,0.53181,-0.51584,-0.36476,-0.56395,978.86
quat3,0.03770,-0.02677,-0.54706,-0.83582,978.86
quat4,-0.16982,-0.11078,-0.65912,-0.72419,978.86
quat5,0.00000,0.38538,0.00000,0.92276,978.86
quat6,0.00000,0.38538,0.00000,0.92276,978.86
quat7,0.00000,0.38538,0.00000,0.92276,978.86
quat8,0.00000,0.38538,0.00000,0.92276,978.86
quat0,-0.90169,0.24842,-0.34851,-0.06151,978.88
quat1,0.44523,-0.42932,-0.39416,-0.67977,978.88
quat2,0.51396,-0.47988,-0.40938,-0.58135,978.88
quat3,0.07425,-0.07167,-0.55099,-0.82811,978.88
quat4,-0.12792,-0.14484,-0.68300,-0.70439,978.88
quat5,0.00000,0.38538,0.00000,0.92276,978.88
quat6,0.00000,0.38538,0.00000,0.92276,978.88
quat7,0.00000,0.38538,0.00000,0.92276,978.88
quat8,0.00000,0.38538,0.00000,0.92276,978.88
quat0,-0.90434,0.26885,-0.32229,-0.07756,978.9
quat1,0.42574,-0.39208,-0.42616,-0.69528,978.9
quat2,0.49494,-0.43897,-0.45038,-0.59958,978.9
quat3,0.10854,-0.11415,-0.55144,-0.81921,978.9
quat4,-0.08249,-0.17716,-0.70474,-0.68201,978.9
quat5,0.00000,0.38538,0.00000,0.92276,978.9
quat6,0.00000,0.38538,0.00000,0.92276,978.9
quat7,0.00000,0.38538,0.00000,0.92276,978.9
quat8,0.00000,0.38538,0.00000,0.92276,978.9
quat0,-0.89736,0.25807,-0.35172,-0.06661,978.92
quat1,0.40737,-0.35512,-0.45530,-0.70756,978.92
quat2,0.47610,-0.39488,-0.48560,-0.61773,978.92
quat3,0.14120,-0.15640,-0.54971,-0.80834,978.92
quat4,-0.03269,-0.20525,-0.72321,-0.65862,978.92
quat5,0.00000,0.38538,0.00000,0.92276,978.92
quat6,0.00000,0.38538,0.00000,0.92276,978.92
quat7,0.00000,0.38538,0.00000,0.92276,978.92
quat8,0.00000,0.38538,0.00000,0.92276,978.92
quat0,-0.90562,0.25562,-0.33383,-0.05543,978.94
quat1,0.38964,-0.31704,-0.48022,-0.71907,978.94
quat2,0.45838,-0.34781,-0.51487,-0.63548,978.94
quat3,0.17294,-0.19565,-0.54698,-0.79538,978.94
quat4,0.01538,-0.23374,-0.73662,-0.63444,978.94
quat5,0.00000,0.38538,0.00000,0.92276,978.94
quat6,0.00000,0.38538,0.00000,0.92276,978.94
quat7,0.00000,0.38538,0.00000,0.92276,978.94
quat8,0.00000,0.38538,0.00000,0.92276,978.94
quat0,-0.90228,0.24066,-0.35245,-0.06123,978.96
quat1,0.36953,-0.27792,-0.50067,-0.73181,978.96
quat2,0.43732,-0.30445,-0.54317,-0.64887,978.96
quat3,0.20244,-0.23357,-0.53981,-0.78298,978.96
quat4,0.06062,-0.26074,-0.74520,-0.61075,978.96
quat5,0.00000,0.38538,0.00000,0.92276,978.96
quat6,0.00000,0.38538,0.00000,0.92276,978.96
quat7,0.00000,0.38538,0.00000,0.92276,978.96
quat8,0.00000,0.38538,0.00000,0.92276,978.96
quat0,-0.89468,0.27497,-0.34429,-0.07356,978.98
quat1,0.34549,-0.24251,-0.52022,-0.74242,978.98
quat2,0.41201,-0.26486,-0.57133,-0.65855,978.98
quat3,0.22693,-0.26843,-0.52969,-0.77193,978.98
quat4,0.10251,-0.28750,-0.74953,-0.58741,978.98
quat5,0.00000,0.38538,0.00000,0.92276,978.98
quat6,0.00000,0.38538,0.00000,0.92276,978.98
quat7,0.00000,0.38538,0.00000,0.92276,978.98
quat8,0.00000,0.38538,0.00000,0.92276,978.98
quat0,-0.90734,0.24743,-0.33548,-0.05447,979
quat1,0.32037,-0.21688,-0.53825,-0.74874,979
quat2,0.38484,-0.22833,-0.59698,-0.66587,979
quat3,0.24948,-0.30005,-0.51767,-0.76142,979
quat4,0.14364,-0.31067,-0.74960,-0.56653,979
quat5,0.00000,0.38538,0.00000,0.92276,979
quat6,0.00000,0.38538,0.00000,0.92276,979
quat7,0.00000,0.38538,0.00000,0.92276,979
quat8,0.00000,0.38538,0.00000,0.92276,979
quat0,-0.90218,0.24176,-0.35315,-0.05392,979.02
quat1,0.29313,-0.19537,-0.55431,-0.75408,979.02
quat2,0.36010,-0.19177,-0.61711,-0.67286,979.02
quat3,0.26872,-0.32992,-0.50505,-0.75091,979.02
quat4,0.18261,-0.33207,-0.74610,-0.54746,979.02
quat5,0.00000,0.38538,0.00000,0.92276,979.02
quat6,0.00000,0.38538,0.00000,0.92276,979.02
quat7,0.00000,0.38538,0.00000,0.92276,979.02
quat8,0.00000,0.38538,0.00000,0.92276,979.02
