QUAT,w,x,y,z,timestamp
quat0,0.64850,-0.09368,0.75542,-0.00294,846.4
quat1,-0.07685,0.90663,-0.24570,0.33428,846.4
quat2,-0.10509,0.75532,-0.16090,0.62654,846.4
quat3,-0.24277,0.82732,0.25563,0.43733,846.4
quat4,-0.58719,0.72840,0.34687,-0.06569,846.4
quat5,0.00000,0.70711,0.00000,0.70711,846.4
quat6,0.00000,0.70711,0.00000,0.70711,846.4
quat7,0.00000,0.70711,0.00000,0.70711,846.4
quat8,0.00000,0.70711,0.00000,0.70711,846.4
quat0,0.72196,-0.08073,0.68704,0.01496,846.42
quat1,-0.08808,0.89899,-0.23939,0.35601,846.42
quat2,-0.12638,0.74270,-0.14453,0.64151,846.42
quat3,-0.22673,0.81682,0.26181,0.46136,846.42
quat4,-0.56157,0.74380,0.36007,-0.04182,846.42
quat5,0.00000,0.70711,0.00000,0.70711,846.42
quat6,0.00000,0.70711,0.00000,0.70711,846.42
quat7,0.00000,0.70711,0.00000,0.70711,846.42
quat8,0.00000,0.70711,0.00000,0.70711,846.42
quat0,0.72967,-0.08690,0.67797,0.01970,846.44
quat1,-0.09884,0.89031,-0.23354,0.37820,846.44
quat2,-0.14858,0.72794,-0.12635,0.65732,846.44
quat3,-0.20969,0.80415,0.26739,0.48772,846.44
quat4,-0.53538,0.75935,0.36951,-0.01463,846.44
quat5,0.00000,0.70711,0.00000,0.70711,846.44
quat6,0.00000,0.70711,0.00000,0.70711,846.44
quat7,0.00000,0.70711,0.00000,0.70711,846.44
quat8,0.00000,0.70711,0.00000,0.70711,846.44
quat0,0.73753,-0.09198,0.66856,0.02475,846.46
quat1,-0.10964,0.88055,-0.22872,0.40036,846.46
quat2,-0.16908,0.70925,-0.10848,0.67573,846.46
quat3,-0.19207,0.78998,0.27240,0.51463,846.46
quat4,-0.50808,0.77421,0.37707,0.01659,846.46
quat5,0.00000,0.70711,0.00000,0.70711,846.46
quat6,0.00000,0.70711,0.00000,0.70711,846.46
quat7,0.00000,0.70711,0.00000,0.70711,846.46
quat8,0.00000,0.70711,0.00000,0.70711,846.46
quat0,0.74310,-0.09475,0.66185,0.02802,846.48
quat1,-0.12243,0.86958,-0.22525,0.42202,846.48
quat2,-0.18971,0.68712,-0.09093,0.69543,846.48
quat3,-0.17311,0.77381,0.27699,0.54271,846.48
quat4,-0.47570,0.78952,0.38471,0.04865,846.48
quat5,0.00000,0.70711,0.00000,0.70711,846.48
quat6,0.00000,0.70711,0.00000,0.70711,846.48
quat7,0.00000,0.70711,0.00000,0.70711,846.48
quat8,0.00000,0.70711,0.00000,0.70711,846.48
quat0,0.74515,-0.09732,0.65892,0.03317,846.5
quat1,-0.13580,0.85759,-0.22299,0.44315,846.5
quat2,-0.20884,0.66232,-0.07406,0.71571,846.5
quat3,-0.15467,0.75455,0.28170,0.57218,846.5
quat4,-0.44084,0.80330,0.39191,0.08224,846.5
quat5,0.00000,0.70711,0.00000,0.70711,846.5
quat6,0.00000,0.70711,0.00000,0.70711,846.5
quat7,0.00000,0.70711,0.00000,0.70711,846.5
quat8,0.00000,0.70711,0.00000,0.70711,846.5
quat0,0.74491,-0.10146,0.65814,0.04080,846.52
quat1,-0.14951,0.84528,-0.21973,0.46354,846.52
quat2,-0.22843,0.63607,-0.05677,0.73485,846.52
quat3,-0.13704,0.73266,0.28506,0.60264,846.52
quat4,-0.40451,0.81530,0.39714,0.11808,846.52
quat5,0.00000,0.70711,0.00000,0.70711,846.52
quat6,0.00000,0.70711,0.00000,0.70711,846.52
quat7,0.00000,0.70711,0.00000,0.70711,846.52
quat8,0.00000,0.70711,0.00000,0.70711,846.52
quat0,0.74331,-0.10336,0.65915,0.04828,846.54
quat1,-0.16299,0.83260,-0.21427,0.48405,846.54
quat2,-0.24683,0.60821,-0.04000,0.75336,846.54
quat3,-0.12063,0.70828,0.28738,0.63341,846.54
quat4,-0.36906,0.82331,0.40216,0.15563,846.54
quat5,0.00000,0.70711,0.00000,0.70711,846.54
quat6,0.00000,0.70711,0.00000,0.70711,846.54
quat7,0.00000,0.70711,0.00000,0.70711,846.54
quat8,0.00000,0.70711,0.00000,0.70711,846.54
quat0,0.74165,-0.10359,0.66046,0.05495,846.56
quat1,-0.17806,0.81884,-0.20674,0.50503,846.56
quat2,-0.26640,0.57741,-0.02264,0.77144,846.56
quat3,-0.10378,0.68262,0.28749,0.66378,846.56
quat4,-0.33234,0.82891,0.40667,0.19256,846.56
quat5,0.00000,0.70711,0.00000,0.70711,846.56
quat6,0.00000,0.70711,0.00000,0.70711,846.56
quat7,0.00000,0.70711,0.00000,0.70711,846.56
