QUAT,w,x,y,z,timestamp
quat0,0.69981,-0.33841,0.57415,0.25711,813.36
quat1,-0.08957,0.85468,0.00510,0.51135,813.36
quat2,-0.20691,0.57763,-0.06748,0.78675,813.36
quat3,-0.02669,0.66807,0.05046,0.74190,813.36
quat4,-0.06875,0.91831,0.20705,0.33033,813.36
quat5,0.00000,0.70711,0.00000,0.70711,813.36
quat6,0.00000,0.70711,0.00000,0.70711,813.36
quat7,0.00000,0.70711,0.00000,0.70711,813.36
quat8,0.00000,0.70711,0.00000,0.70711,813.36
quat0,0.71171,-0.21418,0.64637,0.17264,813.38
quat1,-0.08942,0.85330,0.00444,0.51368,813.38
quat2,-0.20622,0.57374,-0.06804,0.78973,813.38
quat3,-0.02434,0.66513,0.05088,0.74460,813.38
quat4,-0.06752,0.91770,0.20949,0.33072,813.38
quat5,0.00000,0.70711,0.00000,0.70711,813.38
quat6,0.00000,0.70711,0.00000,0.70711,813.38
quat7,0.00000,0.70711,0.00000,0.70711,813.38
quat8,0.00000,0.70711,0.00000,0.70711,813.38
quat0,0.71401,-0.21434,0.64399,0.17182,813.4
quat1,-0.08883,0.85168,0.00351,0.51646,813.4
quat2,-0.20536,0.56933,-0.06880,0.79307,813.4
quat3,-0.02177,0.66091,0.05123,0.74840,813.4
quat4,-0.06547,0.91668,0.21259,0.33198,813.4
quat5,0.00000,0.70711,0.00000,0.70711,813.4
quat6,0.00000,0.70711,0.00000,0.70711,813.4
quat7,0.00000,0.70711,0.00000,0.70711,813.4
quat8,0.00000,0.70711,0.00000,0.70711,813.4
quat0,0.71698,-0.21393,0.64125,0.17021,813.42
quat1,-0.08723,0.85025,0.00257,0.51910,813.42
quat2,-0.20415,0.56492,-0.06978,0.79645,813.42
quat3,-0.01909,0.65482,0.05188,0.75376,813.42
quat4,-0.06308,0.91529,0.21592,0.33413,813.42
quat5,0.00000,0.70711,0.00000,0.70711,813.42
quat6,0.00000,0.70711,0.00000,0.70711,813.42
quat7,0.00000,0.70711,0.00000,0.70711,813.42
quat8,0.00000,0.70711,0.00000,0.70711,813.42
quat0,0.72160,-0.21301,0.63707,0.16752,813.44
quat1,-0.08572,0.84800,0.00006,0.52302,813.44
quat2,-0.20283,0.56040,-0.07077,0.79988,813.44
quat3,-0.01560,0.64691,0.05299,0.76057,813.44
quat4,-0.05947,0.91399,0.21935,0.33612,813.44
quat5,0.00000,0.70711,0.00000,0.70711,813.44
quat6,0.00000,0.70711,0.00000,0.70711,813.44
quat7,0.00000,0.70711,0.00000,0.70711,813.44
quat8,0.00000,0.70711,0.00000,0.70711,813.44
quat0,0.72828,-0.21017,0.63166,0.16264,813.46
quat1,-0.08422,0.84517,-0.00344,0.52781,813.46
quat2,-0.20133,0.55546,-0.07222,0.80356,813.46
quat3,-0.01153,0.63859,0.05505,0.76749,813.46
quat4,-0.05501,0.91281,0.22231,0.33812,813.46
quat5,0.00000,0.70711,0.00000,0.70711,813.46
quat6,0.00000,0.70711,0.00000,0.70711,813.46
quat7,0.00000,0.70711,0.00000,0.70711,813.46
quat8,0.00000,0.70711,0.00000,0.70711,813.46
quat0,0.73569,-0.20768,0.62511,0.15771,813.48
quat1,-0.08253,0.84248,-0.00875,0.53230,813.48
quat2,-0.20014,0.54957,-0.07368,0.80777,813.48
quat3,-0.00736,0.63118,0.05817,0.77342,813.48
quat4,-0.04899,0.91193,0.22433,0.34007,813.48
quat5,0.00000,0.70711,0.00000,0.70711,813.48
quat6,0.00000,0.70711,0.00000,0.70711,813.48
quat7,0.00000,0.70711,0.00000,0.70711,813.48
quat8,0.00000,0.70711,0.00000,0.70711,813.48
quat0,0.74283,-0.20687,0.61765,0.15468,813.5
quat1,-0.07971,0.83976,-0.01641,0.53683,813.5
quat2,-0.19915,0.54296,-0.07533,0.81232,813.5
quat3,-0.00331,0.62479,0.06209,0.77831,813.5
quat4,-0.04224,0.91127,0.22508,0.34226,813.5
quat5,0.00000,0.70711,0.00000,0.70711,813.5
quat6,0.00000,0.70711,0.00000,0.70711,813.5
quat7,0.00000,0.70711,0.00000,0.70711,813.5
quat8,0.00000,0.70711,0.00000,0.70711,813.5
quat0,0.74960,-0.20743,0.60961,0.15312,813.52
quat1,-0.07598,0.83671,-0.02420,0.54181,813.52
quat2,-0.19880,0.53542,-0.07721,0.81722,813.52
quat3,0.00129,0.61863,0.06677,0.78284,813.52
quat4,-0.03496,0.91048,0.22639,0.34432,813.52
quat5,0.00000,0.70711,0.00000,0.70711,813.52
quat6,0.00000,0.70711,0.00000,0.70711,813.52
quat7,0.00000,0.70711,0.00000,0.70711,813.52
quat8,0.00000,0.70711,0.00000,0.70711,813.52
quat0,0.75702,-0.20603,0.60180,0.14935,813.54
quat1,-0.07212,0.83295,-0.03339,0.54761,813.54
quat2,-0.19941,0.52689,-0.08055,0.82228,813.54
quat3,0.00654,0.61218,0.07214,0.78740,813.54
quat4,-0.02904,0.90929,0.23008,0.34556,813.54
quat5,0.00000,0.70711,0.00000,0.70711,813.54
quat6,0.00000,0.70711,0.00000,0.70711,813.54
quat7,0.00000,0.70711,0.00000,0.70711,813.54
quat8,0.00000,0.70711,0.00000,0.70711,813.54
quat0,0.76529,-0.20393,0.59312,0.14477,813.56
quat1,-0.07152,0.83027,-0.04476,0.55095,813.56
quat2,-0.20205,0.51807,-0.08572,0.82670,813.56
quat3,0.01351,0.60498,0.07842,0.79225,813.56
quat4,-0.02554,0.90799,0.23703,0.34456,813.56
quat5,0.00000,0.70711,0.00000,0.70711,813.56
quat6,0.00000,0.70711,0.00000,0.70711,813.56
quat7,0.00000,0.70711,0.00000,0.70711,813.56
quat8,0.00000,0.70711,0.00000,0.70711,813.56
quat0,0.77588,-0.20237,0.58059,0.14136,813.58
quat1,-0.07337,0.83258,-0.05845,0.54591,813.58
quat2,-0.20684,0.51190,-0.09209,0.82867,813.58
quat3,0.02067,0.59587,0.08514,0.79829,813.58
quat4,-0.02552,0.90731,0.24653,0.33965,813.58
quat5,0.00000,0.70711,0.00000,0.70711,813.58
quat6,0.00000,0.70711,0.00000,0.70711,813.58
quat7,0.00000,0.70711,0.00000,0.70711,813.58
quat8,0.00000,0.70711,0.00000,0.70711,813.58
quat0,0.78714,-0.19990,0.56715,0.13708,813.6
quat1,-0.07715,0.84238,-0.07206,0.52844,813.6
quat2,-0.21320,0.51193,-0.09878,0.82627,813.6
quat3,0.02597,0.58567,0.09303,0.80477,813.6
quat4,-0.02946,0.90627,0.25926,0.33256,813.6
quat5,0.00000,0.70711,0.00000,0.70711,813.6
quat6,0.00000,0.70711,0.00000,0.70711,813.6
quat7,0.00000,0.70711,0.00000,0.70711,813.6
quat8,0.00000,0.70711,0.00000,0.70711,813.6
quat0,0.79663,-0.19684,0.55577,0.13322,813.62
quat1,-0.08039,0.85651,-0.08209,0.50318,813.62
quat2,-0.21937,0.52185,-0.10565,0.81755,813.62
quat3,0.02900,0.57790,0.10221,0.80916,813.62
quat4,-0.03891,0.90446,0.27474,0.32397,813.62
quat5,0.00000,0.70711,0.00000,0.70711,813.62
quat6,0.00000,0.70711,0.00000,0.70711,813.62
quat7,0.00000,0.70711,0.00000,0.70711,813.62
quat8,0.00000,0.70711,0.00000,0.70711,813.62
quat0,0.80196,-0.19543,0.54909,0.13100,813.64
quat1,-0.08306,0.86693,-0.09514,0.48216,813.64
quat2,-0.22634,0.54181,-0.11335,0.80147,813.64
quat3,0.02981,0.57496,0.11188,0.80995,813.64
quat4,-0.05171,0.90321,0.29205,0.31022,813.64
quat5,0.00000,0.70711,0.00000,0.70711,813.64
quat6,0.00000,0.70711,0.00000,0.70711,813.64
quat7,0.00000,0.70711,0.00000,0.70711,813.64
quat8,0.00000,0.70711,0.00000,0.70711,813.64
quat0,0.80565,-0.19765,0.54344,0.12859,813.66
quat1,-0.08514,0.87245,-0.10911,0.46869,813.66
quat2,-0.23478,0.56892,-0.12177,0.77871,813.66
quat3,0.02705,0.57818,0.12112,0.80642,813.66
quat4,-0.06680,0.90363,0.30993,0.28797,813.66
