QUAT,w,x,y,z,timestamp
quat0,-0.42445,0.53079,-0.55497,0.47970,657.48
quat1,-0.17416,-0.77985,0.00181,-0.60125,657.48
quat2,0.13417,-0.51716,-0.32265,-0.78131,657.48
quat3,0.23829,-0.31369,-0.90093,-0.18204,657.48
quat4,0.92333,0.38200,0.02796,0.02769,657.48
quat5,0.00000,0.70711,0.00000,0.70711,657.48
quat6,0.00000,0.70711,0.00000,0.70711,657.48
quat7,0.00000,0.70711,0.00000,0.70711,657.48
quat8,0.00000,0.70711,0.00000,0.70711,657.48
quat0,-0.67587,0.31751,-0.64872,0.14677,657.5
quat1,-0.19469,-0.78523,0.01074,-0.58770,657.5
quat2,0.13940,-0.53815,-0.33328,-0.76151,657.5
quat3,0.23796,-0.33448,-0.89764,-0.16046,657.5
quat4,0.90975,0.41402,0.02346,0.01994,657.5
quat5,0.00000,0.70711,0.00000,0.70711,657.5
quat6,0.00000,0.70711,0.00000,0.70711,657.5
quat7,0.00000,0.70711,0.00000,0.70711,657.5
quat8,0.00000,0.70711,0.00000,0.70711,657.5
quat0,-0.66691,0.31978,-0.65357,0.16064,657.52
quat1,-0.21286,-0.78969,0.02057,-0.57503,657.52
quat2,0.14472,-0.55272,-0.34286,-0.74565,657.52
quat3,0.23725,-0.35443,-0.89380,-0.13863,657.52
quat4,0.89438,0.44679,0.01868,0.01051,657.52
quat5,0.00000,0.70711,0.00000,0.70711,657.52
quat6,0.00000,0.70711,0.00000,0.70711,657.52
quat7,0.00000,0.70711,0.00000,0.70711,657.52
quat8,0.00000,0.70711,0.00000,0.70711,657.52
quat0,-0.65813,0.32204,-0.65799,0.17380,657.54
quat1,-0.22814,-0.79243,0.03001,-0.56489,657.54
quat2,0.14884,-0.56298,-0.35213,-0.73274,657.54
quat3,0.23708,-0.37383,-0.88916,-0.11591,657.54
quat4,0.87703,0.48020,0.01538,0.00018,657.54
quat5,0.00000,0.70711,0.00000,0.70711,657.54
quat6,0.00000,0.70711,0.00000,0.70711,657.54
quat7,0.00000,0.70711,0.00000,0.70711,657.54
quat8,0.00000,0.70711,0.00000,0.70711,657.54
quat0,-0.65002,0.32408,-0.66178,0.18575,657.56
quat1,-0.24230,-0.79274,0.03854,-0.55801,657.56
quat2,0.15116,-0.57236,-0.36016,-0.72100,657.56
quat3,0.23610,-0.39345,-0.88366,-0.09269,657.56
quat4,0.85830,0.51284,0.01387,-0.01123,657.56
quat5,0.00000,0.70711,0.00000,0.70711,657.56
quat6,0.00000,0.70711,0.00000,0.70711,657.56
quat7,0.00000,0.70711,0.00000,0.70711,657.56
quat8,0.00000,0.70711,0.00000,0.70711,657.56
quat0,-0.64254,0.32582,-0.66498,0.19694,657.58
quat1,-0.25626,-0.79160,0.04497,-0.55289,657.58
quat2,0.15315,-0.58191,-0.36604,-0.70989,657.58
quat3,0.23579,-0.41349,-0.87677,-0.06866,657.58
quat4,0.83885,0.54365,0.01524,-0.02347,657.58
quat5,0.00000,0.70711,0.00000,0.70711,657.58
quat6,0.00000,0.70711,0.00000,0.70711,657.58
quat7,0.00000,0.70711,0.00000,0.70711,657.58
quat8,0.00000,0.70711,0.00000,0.70711,657.58
quat0,-0.63593,0.32719,-0.66793,0.20596,657.6
quat1,-0.27007,-0.79092,0.04999,-0.54681,657.6
quat2,0.15444,-0.59210,-0.37028,-0.69890,657.6
quat3,0.23828,-0.43354,-0.86786,-0.04570,657.6
quat4,0.81856,0.57299,0.02045,-0.03493,657.6
quat5,0.00000,0.70711,0.00000,0.70711,657.6
quat6,0.00000,0.70711,0.00000,0.70711,657.6
quat7,0.00000,0.70711,0.00000,0.70711,657.6
quat8,0.00000,0.70711,0.00000,0.70711,657.6
quat0,-0.62932,0.32860,-0.67061,0.21509,657.62
quat1,-0.28190,-0.79200,0.05380,-0.53886,657.62
quat2,0.15385,-0.60213,-0.37380,-0.68851,657.62
quat3,0.24123,-0.45315,-0.85786,-0.02333,657.62
quat4,0.79760,0.60067,0.02872,-0.04708,657.62
quat5,0.00000,0.70711,0.00000,0.70711,657.62
quat6,0.00000,0.70711,0.00000,0.70711,657.62
quat7,0.00000,0.70711,0.00000,0.70711,657.62
quat8,0.00000,0.70711,0.00000,0.70711,657.62
quat0,-0.62297,0.32873,-0.67361,0.22381,657.64
quat1,-0.29021,-0.79419,0.05715,-0.53083,657.64
quat2,0.15220,-0.60984,-0.37721,-0.68018,657.64
quat3,0.24467,-0.47251,-0.84668,-0.00222,657.64
quat4,0.77580,0.62688,0.04018,-0.05961,657.64
quat5,0.00000,0.70711,0.00000,0.70711,657.64
quat6,0.00000,0.70711,0.00000,0.70711,657.64
quat7,0.00000,0.70711,0.00000,0.70711,657.64
quat8,0.00000,0.70711,0.00000,0.70711,657.64
quat0,-0.61738,0.32871,-0.67595,0.23213,657.66
quat1,-0.29616,-0.79636,0.05926,-0.52402,657.66
quat2,0.15147,-0.61533,-0.37988,-0.67388,657.66
quat3,0.24955,-0.49153,-0.83414,0.01808,657.66
quat4,0.75367,0.65113,0.05479,-0.07082,657.66
quat5,0.00000,0.70711,0.00000,0.70711,657.66
quat6,0.00000,0.70711,0.00000,0.70711,657.66
quat7,0.00000,0.70711,0.00000,0.70711,657.66
quat8,0.00000,0.70711,0.00000,0.70711,657.66
quat0,-0.61250,0.32858,-0.67820,0.23857,657.68
quat1,-0.30169,-0.79770,0.06112,-0.51857,657.68
quat2,0.15112,-0.62023,-0.38170,-0.66841,657.68
quat3,0.25574,-0.51066,-0.82004,0.03693,657.68
quat4,0.73186,0.67283,0.07168,-0.08093,657.68
quat5,0.00000,0.70711,0.00000,0.70711,657.68
quat6,0.00000,0.70711,0.00000,0.70711,657.68
quat7,0.00000,0.70711,0.00000,0.70711,657.68
quat8,0.00000,0.70711,0.00000,0.70711,657.68
quat0,-0.60796,0.32828,-0.67996,0.24551,657.7
quat1,-0.30740,-0.79864,0.06384,-0.51343,657.7
quat2,0.15110,-0.62463,-0.38325,-0.66342,657.7
quat3,0.26171,-0.52952,-0.80510,0.05424,657.7
quat4,0.71017,0.69238,0.08956,-0.09081,657.7
quat5,0.00000,0.70711,0.00000,0.70711,657.7
quat6,0.00000,0.70711,0.00000,0.70711,657.7
quat7,0.00000,0.70711,0.00000,0.70711,657.7
quat8,0.00000,0.70711,0.00000,0.70711,657.7
quat0,-0.60328,0.32644,-0.68216,0.25328,657.72
quat1,-0.31306,-0.79928,0.06628,-0.50868,657.72
quat2,0.15150,-0.62889,-0.38423,-0.65872,657.72
quat3,0.26747,-0.54603,-0.79078,0.07055,657.72
quat4,0.68830,0.71049,0.10597,-0.10106,657.72
quat5,0.00000,0.70711,0.00000,0.70711,657.72
quat6,0.00000,0.70711,0.00000,0.70711,657.72
quat7,0.00000,0.70711,0.00000,0.70711,657.72
quat8,0.00000,0.70711,0.00000,0.70711,657.72
quat0,-0.59926,0.32554,-0.68349,0.26030,657.74
quat1,-0.31850,-0.79968,0.06801,-0.50443,657.74
quat2,0.15188,-0.63303,-0.38453,-0.65448,657.74
