QUAT,w,x,y,z,timestamp
quat0,-0.11853,-0.30379,-0.92536,0.19330,563.96
quat1,-0.39160,0.48736,0.23933,0.74287,563.96
quat2,-0.54226,0.39474,0.23781,0.70255,563.96
quat3,0.32853,-0.18466,0.55148,0.74420,563.96
quat4,0.55231,0.19510,0.58342,0.56259,563.96
quat5,0.00000,0.25882,0.00000,-0.96593,563.96
quat6,0.00000,0.25882,0.00000,-0.96593,563.96
quat7,0.00000,0.25882,0.00000,-0.96593,563.96
quat8,0.00000,0.25882,0.00000,-0.96593,563.96
quat0,0.95649,-0.20298,0.20939,-0.00872,563.98
quat1,-0.40395,0.51834,0.20499,0.72535,563.98
quat2,-0.55067,0.42490,0.20163,0.68962,563.98
quat3,0.28641,-0.14176,0.56222,0.76275,563.98
quat4,0.51522,0.23031,0.60179,0.56511,563.98
quat5,0.00000,0.25882,0.00000,-0.96593,563.98
quat6,0.00000,0.25882,0.00000,-0.96593,563.98
quat7,0.00000,0.25882,0.00000,-0.96593,563.98
quat8,0.00000,0.25882,0.00000,-0.96593,563.98
quat0,0.95252,-0.26485,-0.15022,0.00045,564
quat1,-0.41528,0.54627,0.16450,0.70857,564
quat2,-0.55638,0.44754,0.15686,0.68231,564
quat3,0.24067,-0.09719,0.56976,0.77974,564
quat4,0.47480,0.26016,0.62052,0.56731,564
quat5,0.00000,0.25882,0.00000,-0.96593,564
quat6,0.00000,0.25882,0.00000,-0.96593,564
quat7,0.00000,0.25882,0.00000,-0.96593,564
quat8,0.00000,0.25882,0.00000,-0.96593,564
quat0,0.95805,-0.25211,-0.13603,0.00856,564.02
quat1,-0.42334,0.57008,0.12027,0.69377,564.02
quat2,-0.55781,0.46380,0.10534,0.68018,564.02
quat3,0.18785,-0.05149,0.57342,0.79577,564.02
quat4,0.43551,0.29282,0.63341,0.56866,564.02
quat5,0.00000,0.25882,0.00000,-0.96593,564.02
quat6,0.00000,0.25882,0.00000,-0.96593,564.02
quat7,0.00000,0.25882,0.00000,-0.96593,564.02
quat8,0.00000,0.25882,0.00000,-0.96593,564.02
quat0,0.96357,-0.24417,-0.10849,0.01166,564.04
quat1,-0.42520,0.59205,0.07403,0.68059,564.04
quat2,-0.55184,0.47556,0.04617,0.68351,564.04
quat3,0.13611,-0.00661,0.57257,0.80845,564.04
quat4,0.39377,0.32996,0.64380,0.56710,564.04
quat5,0.00000,0.25882,0.00000,-0.96593,564.04
quat6,0.00000,0.25882,0.00000,-0.96593,564.04
