QUAT,w,x,y,z,timestamp
quat0,-0.01710,-0.00451,0.99931,-0.03254,142.04
quat1,0.34631,-0.57655,0.39952,0.62293,142.04
quat2,-0.02753,-0.74004,0.66037,0.12447,142.04
quat3,-0.26315,0.76548,-0.44655,-0.38129,142.04
quat4,0.68816,-0.21086,0.02094,0.69393,142.04
quat5,0.00000,-0.70711,0.00000,0.70711,142.04
quat6,0.00000,-0.70711,0.00000,0.70711,142.04
quat7,0.00000,-0.70711,0.00000,0.70711,142.04
quat8,0.00000,-0.70711,0.00000,0.70711,142.04
quat0,-0.70381,0.07707,0.70442,0.04998,142.06
quat1,0.35402,-0.57554,0.40959,0.61291,142.06
quat2,-0.03079,-0.73252,0.66928,0.12057,142.06
quat3,-0.27384,0.75375,-0.45639,-0.38546,142.06
quat4,0.69647,-0.20410,0.01262,0.68784,142.06
quat5,0.00000,-0.70711,0.00000,0.70711,142.06
quat6,0.00000,-0.70711,0.00000,0.70711,142.06
quat7,0.00000,-0.70711,0.00000,0.70711,142.06
quat8,0.00000,-0.70711,0.00000,0.70711,142.06
quat0,-0.71153,0.02377,0.70223,0.00508,142.08
quat1,0.36425,-0.57538,0.41537,0.60310,142.08
quat2,-0.03733,-0.72662,0.67598,0.11696,142.08
quat3,-0.27755,0.74237,-0.47044,-0.38799,142.08
quat4,0.70018,-0.20651,0.00664,0.68342,142.08
quat5,0.00000,-0.70711,0.00000,0.70711,142.08
quat6,0.00000,-0.70711,0.00000,0.70711,142.08
quat7,0.00000,-0.70711,0.00000,0.70711,142.08
quat8,0.00000,-0.70711,0.00000,0.70711,142.08
quat0,-0.71019,0.00817,0.70395,-0.00322,142.1
quat1,0.37482,-0.57640,0.41711,0.59438,142.1
quat2,-0.04685,-0.72512,0.67751,0.11394,142.1
quat3,-0.27930,0.73232,-0.48358,-0.38968,142.1
quat4,0.69839,-0.20640,-0.00304,0.68530,142.1
quat5,0.00000,-0.70711,0.00000,0.70711,142.1
quat6,0.00000,-0.70711,0.00000,0.70711,142.1
quat7,0.00000,-0.70711,0.00000,0.70711,142.1
quat8,0.00000,-0.70711,0.00000,0.70711,142.1
quat0,-0.71087,-0.00748,0.70318,-0.01248,142.12
quat1,0.38049,-0.57749,0.41797,0.58910,142.12
quat2,-0.05213,-0.72537,0.67697,0.11327,142.12
quat3,-0.28878,0.72477,-0.48359,-0.39681,142.12
quat4,0.69710,-0.20035,-0.01219,0.68831,142.12
quat5,0.00000,-0.70711,0.00000,0.70711,142.12
quat6,0.00000,-0.70711,0.00000,0.70711,142.12
quat7,0.00000,-0.70711,0.00000,0.70711,142.12
quat8,0.00000,-0.70711,0.00000,0.70711,142.12
quat0,-0.71297,-0.01248,0.70082,-0.01929,142.14
quat1,0.37675,-0.57970,0.41868,0.58883,142.14
quat2,-0.05000,-0.72624,0.67626,0.11296,142.14
quat3,-0.30013,0.72119,-0.47577,-0.40429,142.14
quat4,0.69763,-0.19076,-0.01844,0.69035,142.14
quat5,0.00000,-0.70711,0.00000,0.70711,142.14
quat6,0.00000,-0.70711,0.00000,0.70711,142.14
quat7,0.00000,-0.70711,0.00000,0.70711,142.14
quat8,0.00000,-0.70711,0.00000,0.70711,142.14
quat0,-0.71376,-0.01599,0.69975,-0.02546,142.16
quat1,0.37091,-0.57914,0.41571,0.59516,142.16
quat2,-0.04287,-0.72687,0.67601,0.11326,142.16
quat3,-0.30148,0.72335,-0.47112,-0.40487,142.16
quat4,0.69635,-0.18607,-0.01880,0.69290,142.16
quat5,0.00000,-0.70711,0.00000,0.70711,142.16
quat6,0.00000,-0.70711,0.00000,0.70711,142.16
quat7,0.00000,-0.70711,0.00000,0.70711,142.16
quat8,0.00000,-0.70711,0.00000,0.70711,142.16
quat0,-0.70998,-0.01834,0.70357,-0.02395,142.18
quat1,0.36700,-0.57736,0.40943,0.60359,142.18
quat2,-0.03711,-0.72927,0.67365,0.11397,142.18
quat3,-0.29503,0.72962,-0.46839,-0.40153,142.18
quat4,0.69290,-0.18731,-0.01432,0.69614,142.18
quat5,0.00000,-0.70711,0.00000,0.70711,142.18
quat6,0.00000,-0.70711,0.00000,0.70711,142.18
quat7,0.00000,-0.70711,0.00000,0.70711,142.18
quat8,0.00000,-0.70711,0.00000,0.70711,142.18
quat0,-0.71218,-0.02101,0.70120,-0.02614,142.2
quat1,0.36433,-0.57887,0.40372,0.60761,142.2
quat2,-0.03883,-0.73527,0.66684,0.11488,142.2
quat3,-0.28809,0.73473,-0.46402,-0.40231,142.2
quat4,0.68657,-0.18881,-0.01250,0.70201,142.2
quat5,0.00000,-0.70711,0.00000,0.70711,142.2
quat6,0.00000,-0.70711,0.00000,0.70711,142.2
quat7,0.00000,-0.70711,0.00000,0.70711,142.2
quat8,0.00000,-0.70711,0.00000,0.70711,142.2
quat0,-0.70967,-0.01888,0.70381,-0.02558,142.22
quat1,0.36161,-0.58246,0.39822,0.60942,142.22
quat2,-0.04327,-0.74078,0.66019,0.11628,142.22
quat3,-0.28128,0.73892,-0.45907,-0.40513,142.22
quat4,0.68052,-0.19137,-0.01160,0.70721,142.22
quat5,0.00000,-0.70711,0.00000,0.70711,142.22
quat6,0.00000,-0.70711,0.00000,0.70711,142.22
quat7,0.00000,-0.70711,0.00000,0.70711,142.22
quat8,0.00000,-0.70711,0.00000,0.70711,142.22
quat0,-0.71009,-0.01917,0.70329,-0.02814,142.24
quat1,0.35934,-0.58505,0.39574,0.60991,142.24
quat2,-0.04928,-0.74473,0.65570,0.11410,142.24
quat3,-0.27326,0.74232,-0.45744,-0.40626,142.24
