QUAT,w,x,y,z,timestamp
quat0,0.85308,-0.19497,-0.45343,-0.16923,763
quat1,-0.12795,-0.02110,0.64891,0.74973,763
quat2,-0.52822,-0.28356,0.35801,0.71583,763
quat3,-0.59579,0.66497,-0.10157,-0.43879,763
quat4,0.51865,-0.39514,-0.29849,0.69698,763
quat5,0.00000,0.38268,0.00000,-0.92388,763
quat6,0.00000,0.38268,0.00000,-0.92388,763
quat7,0.00000,0.38268,0.00000,-0.92388,763
quat8,0.00000,0.38268,0.00000,-0.92388,763
quat0,-0.98953,0.13541,0.04416,0.02323,763.02
quat1,-0.14299,-0.00822,0.64383,0.75165,763.02
quat2,-0.53328,-0.26887,0.34794,0.72267,763.02
quat3,-0.59632,0.65318,-0.11562,-0.45210,763.02
quat4,0.52747,-0.37689,-0.28884,0.70449,763.02
quat5,0.00000,0.38268,0.00000,-0.92388,763.02
quat6,0.00000,0.38268,0.00000,-0.92388,763.02
quat7,0.00000,0.38268,0.00000,-0.92388,763.02
quat8,0.00000,0.38268,0.00000,-0.92388,763.02
quat0,-0.93581,0.13821,0.31534,0.07568,763.04
quat1,-0.16016,0.00571,0.63717,0.75388,763.04
quat2,-0.53963,-0.25326,0.33568,0.72937,763.04
quat3,-0.59692,0.63893,-0.13160,-0.46705,763.04
quat4,0.53789,-0.35602,-0.27737,0.71203,763.04
quat5,0.00000,0.38268,0.00000,-0.92388,763.04
quat6,0.00000,0.38268,0.00000,-0.92388,763.04
quat7,0.00000,0.38268,0.00000,-0.92388,763.04
quat8,0.00000,0.38268,0.00000,-0.92388,763.04
quat0,-0.94285,0.13893,0.29465,0.07016,763.06
quat1,-0.17889,0.02117,0.63024,0.75522,763.06
quat2,-0.54776,-0.23551,0.31980,0.73636,763.06
quat3,-0.59745,0.62144,-0.14877,-0.48450,763.06
quat4,0.54879,-0.33159,-0.26504,0.72016,763.06
quat5,0.00000,0.38268,0.00000,-0.92388,763.06
quat6,0.00000,0.38268,0.00000,-0.92388,763.06
quat7,0.00000,0.38268,0.00000,-0.92388,763.06
quat8,0.00000,0.38268,0.00000,-0.92388,763.06
quat0,-0.94852,0.14208,0.27503,0.06691,763.08
quat1,-0.19896,0.03933,0.62249,0.75590,763.08
quat2,-0.55688,-0.21658,0.29992,0.74366,763.08
quat3,-0.59773,0.60130,-0.16751,-0.50308,763.08
quat4,0.56129,-0.30596,-0.24971,0.72732,763.08
quat5,0.00000,0.38268,0.00000,-0.92388,763.08
quat6,0.00000,0.38268,0.00000,-0.92388,763.08
quat7,0.00000,0.38268,0.00000,-0.92388,763.08
quat8,0.00000,0.38268,0.00000,-0.92388,763.08
quat0,-0.95514,0.14107,0.25303,0.06152,763.1
quat1,-0.21921,0.06188,0.61405,0.75568,763.1
quat2,-0.56521,-0.19247,0.27969,0.75185,763.1
quat3,-0.59681,0.57919,-0.18732,-0.52275,763.1
quat4,0.57417,-0.27810,-0.23273,0.73405,763.1
quat5,0.00000,0.38268,0.00000,-0.92388,763.1
quat6,0.00000,0.38268,0.00000,-0.92388,763.1
quat7,0.00000,0.38268,0.00000,-0.92388,763.1
quat8,0.00000,0.38268,0.00000,-0.92388,763.1
quat0,-0.96121,0.14211,0.22929,0.05757,763.12
quat1,-0.24023,0.08743,0.60404,0.75484,763.12
quat2,-0.57318,-0.16501,0.25808,0.76002,763.12
quat3,-0.59507,0.55565,-0.20910,-0.54168,763.12
quat4,0.58801,-0.24995,-0.21245,0.73934,763.12
quat5,0.00000,0.38268,0.00000,-0.92388,763.12
quat6,0.00000,0.38268,0.00000,-0.92388,763.12
quat7,0.00000,0.38268,0.00000,-0.92388,763.12
quat8,0.00000,0.38268,0.00000,-0.92388,763.12
quat0,-0.96646,0.14323,0.20676,0.05190,763.14
quat1,-0.26285,0.11494,0.59241,0.75283,763.14
quat2,-0.58072,-0.13337,0.23622,0.76758,763.14
quat3,-0.59191,0.53041,-0.23195,-0.56081,763.14
quat4,0.60143,-0.21962,-0.19072,0.74410,763.14
quat5,0.00000,0.38268,0.00000,-0.92388,763.14
quat6,0.00000,0.38268,0.00000,-0.92388,763.14
quat7,0.00000,0.38268,0.00000,-0.92388,763.14
quat8,0.00000,0.38268,0.00000,-0.92388,763.14
quat0,-0.97171,0.14381,0.18091,0.04864,763.16
quat1,-0.28735,0.14306,0.57824,0.75007,763.16
quat2,-0.58807,-0.10064,0.21232,0.77393,763.16
quat3,-0.58786,0.50397,-0.25539,-0.57898,763.16
quat4,0.61467,-0.18928,-0.16571,0.74759,763.16
quat5,0.00000,0.38268,0.00000,-0.92388,763.16
quat6,0.00000,0.38268,0.00000,-0.92388,763.16
quat7,0.00000,0.38268,0.00000,-0.92388,763.16
quat8,0.00000,0.38268,0.00000,-0.92388,763.16
quat0,-0.97619,0.14301,0.15684,0.04468,763.18
quat1,-0.31294,0.17203,0.56196,0.74611,763.18
quat2,-0.59504,-0.06535,0.18720,0.77885,763.18
quat3,-0.58238,0.47551,-0.27821,-0.59777,763.18
quat4,0.62624,-0.15737,-0.13983,0.75067,763.18
quat5,0.00000,0.38268,0.00000,-0.92388,763.18
quat6,0.00000,0.38268,0.00000,-0.92388,763.18
quat7,0.00000,0.38268,0.00000,-0.92388,763.18
quat8,0.00000,0.38268,0.00000,-0.92388,763.18
quat0,-0.97992,0.14294,0.13228,0.04261,763.2
