QUAT,w,x,y,z,timestamp
quat0,-0.46657,-0.34090,-0.77349,0.26040,1596.28
quat1,-0.43008,0.60856,0.13925,0.65215,1596.28
quat2,0.59085,-0.33378,-0.20051,-0.70659,1596.28
quat3,0.29430,-0.68230,-0.33260,-0.58072,1596.28
quat4,0.28327,-0.77230,-0.52021,-0.22953,1596.28
quat5,0.00000,-0.79335,0.00000,-0.60876,1596.28
quat6,0.00000,-0.79335,0.00000,-0.60876,1596.28
quat7,0.00000,-0.79335,0.00000,-0.60876,1596.28
quat8,0.00000,-0.79335,0.00000,-0.60876,1596.28
quat0,-0.59167,0.01992,-0.79866,-0.10805,1596.3
quat1,-0.43644,0.59874,0.14755,0.65518,1596.3
quat2,0.59573,-0.33140,-0.19920,-0.70399,1596.3
quat3,0.30548,-0.68088,-0.33913,-0.57278,1596.3
quat4,0.27622,-0.76964,-0.52774,-0.22988,1596.3
quat5,0.00000,-0.79335,0.00000,-0.60876,1596.3
quat6,0.00000,-0.79335,0.00000,-0.60876,1596.3
quat7,0.00000,-0.79335,0.00000,-0.60876,1596.3
quat8,0.00000,-0.79335,0.00000,-0.60876,1596.3
quat0,-0.60149,-0.03946,-0.79687,-0.04060,1596.32
quat1,-0.44306,0.58824,0.15212,0.65919,1596.32
quat2,0.59991,-0.32679,-0.19735,-0.70311,1596.32
quat3,0.31307,-0.68078,-0.34916,-0.56268,1596.32
quat4,0.26416,-0.76956,-0.53664,-0.22366,1596.32
quat5,0.00000,-0.79335,0.00000,-0.60876,1596.32
quat6,0.00000,-0.79335,0.00000,-0.60876,1596.32
quat7,0.00000,-0.79335,0.00000,-0.60876,1596.32
quat8,0.00000,-0.79335,0.00000,-0.60876,1596.32
quat0,-0.60132,-0.04184,-0.79697,-0.03879,1596.34
quat1,-0.44857,0.57860,0.15420,0.66349,1596.34
quat2,0.60310,-0.32175,-0.19529,-0.70329,1596.34
quat3,0.31510,-0.68205,-0.36222,-0.55165,1596.34
quat4,0.25233,-0.76997,-0.54519,-0.21505,1596.34
quat5,0.00000,-0.79335,0.00000,-0.60876,1596.34
quat6,0.00000,-0.79335,0.00000,-0.60876,1596.34
quat7,0.00000,-0.79335,0.00000,-0.60876,1596.34
quat8,0.00000,-0.79335,0.00000,-0.60876,1596.34
quat0,-0.60176,-0.04273,-0.79672,-0.03595,1596.36
quat1,-0.45271,0.57252,0.15444,0.66590,1596.36
quat2,0.60484,-0.31734,-0.19200,-0.70470,1596.36
quat3,0.31393,-0.68244,-0.37205,-0.54527,1596.36
quat4,0.24627,-0.76908,-0.55105,-0.21025,1596.36
quat5,0.00000,-0.79335,0.00000,-0.60876,1596.36
quat6,0.00000,-0.79335,0.00000,-0.60876,1596.36
quat7,0.00000,-0.79335,0.00000,-0.60876,1596.36
quat8,0.00000,-0.79335,0.00000,-0.60876,1596.36
quat0,-0.59954,-0.04544,-0.79826,-0.03565,1596.38
quat1,-0.45328,0.56997,0.15408,0.66778,1596.38
quat2,0.60469,-0.31615,-0.19090,-0.70566,1596.38
quat3,0.31465,-0.68309,-0.37343,-0.54308,1596.38
quat4,0.24449,-0.76839,-0.55299,-0.20979,1596.38
quat5,0.00000,-0.79335,0.00000,-0.60876,1596.38
quat6,0.00000,-0.79335,0.00000,-0.60876,1596.38
quat7,0.00000,-0.79335,0.00000,-0.60876,1596.38
quat8,0.00000,-0.79335,0.00000,-0.60876,1596.38
quat0,-0.60049,-0.04716,-0.79745,-0.03556,1596.4
quat1,-0.45045,0.57025,0.15342,0.66961,1596.4
quat2,0.60266,-0.31831,-0.19041,-0.70656,1596.4
quat3,0.31623,-0.68509,-0.37048,-0.54165,1596.4
quat4,0.24112,-0.77081,-0.55177,-0.20801,1596.4
quat5,0.00000,-0.79335,0.00000,-0.60876,1596.4
quat6,0.00000,-0.79335,0.00000,-0.60876,1596.4
quat7,0.00000,-0.79335,0.00000,-0.60876,1596.4
quat8,0.00000,-0.79335,0.00000,-0.60876,1596.4
quat0,-0.60116,-0.04700,-0.79694,-0.03588,1596.42
quat1,-0.44602,0.57117,0.15254,0.67199,1596.42
quat2,0.59880,-0.32120,-0.18701,-0.70943,1596.42
quat3,0.31559,-0.68885,-0.36559,-0.54058,1596.42
quat4,0.23779,-0.77532,-0.54744,-0.20649,1596.42
quat5,0.00000,-0.79335,0.00000,-0.60876,1596.42
quat6,0.00000,-0.79335,0.00000,-0.60876,1596.42
quat7,0.00000,-0.79335,0.00000,-0.60876,1596.42
quat8,0.00000,-0.79335,0.00000,-0.60876,1596.42
quat0,-0.60059,-0.04794,-0.79735,-0.03517,1596.44
quat1,-0.44148,0.57221,0.14962,0.67475,1596.44
quat2,0.59462,-0.32376,-0.18319,-0.71277,1596.44
quat3,0.31321,-0.69329,-0.35886,-0.54080,1596.44
quat4,0.23767,-0.77969,-0.54080,-0.20769,1596.44
quat5,0.00000,-0.79335,0.00000,-0.60876,1596.44
quat6,0.00000,-0.79335,0.00000,-0.60876,1596.44
quat7,0.00000,-0.79335,0.00000,-0.60876,1596.44
quat8,0.00000,-0.79335,0.00000,-0.60876,1596.44
quat0,-0.59806,-0.04844,-0.79916,-0.03630,1596.46
quat1,-0.43763,0.57422,0.14692,0.67614,1596.46
quat2,0.59098,-0.32634,-0.18089,-0.71521,1596.46
quat3,0.31172,-0.69691,-0.35026,-0.54265,1596.46
quat4,0.24077,-0.78289,-0.53306,-0.21206,1596.46
quat5,0.00000,-0.79335,0.00000,-0.60876,1596.46
quat6,0.00000,-0.79335,0.00000,-0.60876,1596.46
quat7,0.00000,-0.79335,0.00000,-0.60876,1596.46
quat8,0.00000,-0.79335,0.00000,-0.60876,1596.46
quat0,-0.59811,-0.04761,-0.79911,-0.03772,1596.48
quat1,-0.43422,0.57643,0.14628,0.67660,1596.48
quat2,0.58870,-0.32769,-0.17921,-0.71690,1596.48
quat3,0.31151,-0.69952,-0.34214,-0.54458,1596.48
quat4,0.24414,-0.78507,-0.52665,-0.21610,1596.48
quat5,0.00000,-0.79335,0.00000,-0.60876,1596.48
quat6,0.00000,-0.79335,0.00000,-0.60876,1596.48
quat7,0.00000,-0.79335,0.00000,-0.60876,1596.48
quat8,0.00000,-0.79335,0.00000,-0.60876,1596.48
quat0,-0.59844,-0.04446,-0.79886,-0.04142,1596.5
quat1,-0.43311,0.57744,0.14677,0.67634,1596.5
quat2,0.58814,-0.32660,-0.17694,-0.71842,1596.5
quat3,0.31251,-0.70025,-0.33639,-0.54665,1596.5
quat4,0.24688,-0.78634,-0.52174,-0.22024,1596.5
quat5,0.00000,-0.79335,0.00000,-0.60876,1596.5
quat6,0.00000,-0.79335,0.00000,-0.60876,1596.5
quat7,0.00000,-0.79335,0.00000,-0.60876,1596.5
quat8,0.00000,-0.79335,0.00000,-0.60876,1596.5
quat0,-0.59883,-0.04021,-0.79854,-0.04605,1596.52
quat1,-0.43387,0.57635,0.14858,0.67639,1596.52
quat2,0.58876,-0.32505,-0.17583,-0.71888,1596.52
quat3,0.31384,-0.70035,-0.33407,-0.54718,1596.52
quat4,0.24814,-0.78665,-0.51954,-0.22293,1596.52
quat5,0.00000,-0.79335,0.00000,-0.60876,1596.52
quat6,0.00000,-0.79335,0.00000,-0.60876,1596.52
quat7,0.00000,-0.79335,0.00000,-0.60876,1596.52
quat8,0.00000,-0.79335,0.00000,-0.60876,1596.52
quat0,-0.59999,-0.03468,-0.79757,-0.05188,1596.54
quat1,-0.43490,0.57491,0.15299,0.67597,1596.54
quat2,0.59088,-0.32469,-0.17616,-0.71722,1596.54
quat3,0.31550,-0.69922,-0.33572,-0.54666,1596.54
quat4,0.24760,-0.78615,-0.52024,-0.22364,1596.54
quat5,0.00000,-0.79335,0.00000,-0.60876,1596.54
quat6,0.00000,-0.79335,0.00000,-0.60876,1596.54
quat7,0.00000,-0.79335,0.00000,-0.60876,1596.54
quat8,0.00000,-0.79335,0.00000,-0.60876,1596.54
quat0,-0.60138,-0.02931,-0.79641,-0.05675,1596.56
quat1,-0.43631,0.57312,0.15873,0.67526,1596.56
quat2,0.59290,-0.32454,-0.17727,-0.71535,1596.56
quat3,0.31771,-0.69637,-0.33836,-0.54740,1596.56
quat4,0.24881,-0.78406,-0.52217,-0.22512,1596.56
quat5,0.00000,-0.79335,0.00000,-0.60876,1596.56
quat6,0.00000,-0.79335,0.00000,-0.60876,1596.56
quat7,0.00000,-0.79335,0.00000,-0.60876,1596.56
quat8,0.00000,-0.79335,0.00000,-0.60876,1596.56
quat0,-0.60093,-0.02493,-0.79647,-0.06242,1596.58
quat1,-0.43838,0.57106,0.16360,0.67450,1596.58
quat2,0.59392,-0.32471,-0.17950,-0.71386,1596.58
quat3,0.32092,-0.69213,-0.34228,-0.54846,1596.58
quat4,0.24857,-0.78187,-0.52598,-0.22413,1596.58
quat5,0.00000,-0.79335,0.00000,-0.60876,1596.58
quat6,0.00000,-0.79335,0.00000,-0.60876,1596.58
quat7,0.00000,-0.79335,0.00000,-0.60876,1596.58
quat8,0.00000,-0.79335,0.00000,-0.60876,1596.58
quat0,-0.60081,-0.02123,-0.79618,-0.06838,1596.6
quat1,-0.43986,0.56962,0.16726,0.67386,1596.6
quat2,0.59378,-0.32718,-0.18390,-0.71173,1596.6
quat3,0.32409,-0.68750,-0.34857,-0.54846,1596.6
quat4,0.24640,-0.78055,-0.53054,-0.22037,1596.6
quat5,0.00000,-0.79335,0.00000,-0.60876,1596.6
quat6,0.00000,-0.79335,0.00000,-0.60876,1596.6
quat7,0.00000,-0.79335,0.00000,-0.60876,1596.6
quat8,0.00000,-0.79335,0.00000,-0.60876,1596.6
quat0,-0.60071,-0.01597,-0.79585,-0.07428,1596.62
quat1,-0.44051,0.56936,0.17085,0.67275,1596.62
quat2,0.59302,-0.33108,-0.18956,-0.70907,1596.62
quat3,0.32743,-0.68240,-0.35426,-0.54920,1596.62
quat4,0.24517,-0.77873,-0.53531,-0.21659,1596.62
quat5,0.00000,-0.79335,0.00000,-0.60876,1596.62
quat6,0.00000,-0.79335,0.00000,-0.60876,1596.62
quat7,0.00000,-0.79335,0.00000,-0.60876,1596.62
quat8,0.00000,-0.79335,0.00000,-0.60876,1596.62
quat0,-0.59789,-0.00877,-0.79737,-0.08156,1596.64
quat1,-0.44047,0.57037,0.17383,0.67116,1596.64
quat2,0.59194,-0.33467,-0.19463,-0.70691,1596.64
quat3,0.33054,-0.67710,-0.35777,-0.55162,1596.64
quat4,0.24589,-0.77669,-0.53898,-0.21400,1596.64
quat5,0.00000,-0.79335,0.00000,-0.60876,1596.64
quat6,0.00000,-0.79335,0.00000,-0.60876,1596.64
quat7,0.00000,-0.79335,0.00000,-0.60876,1596.64
quat8,0.00000,-0.79335,0.00000,-0.60876,1596.64
quat0,-0.59692,-0.00202,-0.79734,-0.08904,1596.66
quat1,-0.44016,0.57319,0.17737,0.66803,1596.66
quat2,0.59119,-0.33746,-0.19861,-0.70510,1596.66
quat3,0.33373,-0.67201,-0.36035,-0.55423,1596.66
quat4,0.24720,-0.77516,-0.54149,-0.21168,1596.66
quat5,0.00000,-0.79335,0.00000,-0.60876,1596.66
quat6,0.00000,-0.79335,0.00000,-0.60876,1596.66
quat7,0.00000,-0.79335,0.00000,-0.60876,1596.66
quat8,0.00000,-0.79335,0.00000,-0.60876,1596.66
quat0,-0.59424,0.00640,-0.79844,-0.09659,1596.68
quat1,-0.44011,0.57598,0.18053,0.66480,1596.68
quat2,0.59072,-0.34056,-0.20211,-0.70302,1596.68
quat3,0.33607,-0.66778,-0.36239,-0.55659,1596.68
quat4,0.24904,-0.77440,-0.54293,-0.20859,1596.68
quat5,0.00000,-0.79335,0.00000,-0.60876,1596.68
quat6,0.00000,-0.79335,0.00000,-0.60876,1596.68
quat7,0.00000,-0.79335,0.00000,-0.60876,1596.68
quat8,0.00000,-0.79335,0.00000,-0.60876,1596.68
quat0,-0.59288,0.01420,-0.79832,-0.10479,1596.7
quat1,-0.44102,0.57899,0.18264,0.66100,1596.7
quat2,0.59108,-0.34246,-0.20581,-0.70071,1596.7
quat3,0.33750,-0.66387,-0.36314,-0.55991,1596.7
quat4,0.25497,-0.77267,-0.54316,-0.20725,1596.7
quat5,0.00000,-0.79335,0.00000,-0.60876,1596.7
quat6,0.00000,-0.79335,0.00000,-0.60876,1596.7
quat7,0.00000,-0.79335,0.00000,-0.60876,1596.7
quat8,0.00000,-0.79335,0.00000,-0.60876,1596.7
quat0,-0.59115,0.02172,-0.79839,-0.11248,1596.72
quat1,-0.44243,0.58359,0.18406,0.65560,1596.72
quat2,0.59271,-0.34153,-0.21019,-0.69848,1596.72
quat3,0.33830,-0.66000,-0.36359,-0.56370,1596.72
quat4,0.26219,-0.77133,-0.54175,-0.20693,1596.72
quat5,0.00000,-0.79335,0.00000,-0.60876,1596.72
quat6,0.00000,-0.79335,0.00000,-0.60876,1596.72
quat7,0.00000,-0.79335,0.00000,-0.60876,1596.72
quat8,0.00000,-0.79335,0.00000,-0.60876,1596.72
quat0,-0.58990,0.02921,-0.79770,-0.12179,1596.74
quat1,-0.44368,0.58939,0.18618,0.64892,1596.74
quat2,0.59576,-0.33947,-0.21545,-0.69528,1596.74
quat3,0.34081,-0.65568,-0.36170,-0.56843,1596.74
quat4,0.26984,-0.76941,-0.54015,-0.20841,1596.74
quat5,0.00000,-0.79335,0.00000,-0.60876,1596.74
quat6,0.00000,-0.79335,0.00000,-0.60876,1596.74
quat7,0.00000,-0.79335,0.00000,-0.60876,1596.74
quat8,0.00000,-0.79335,0.00000,-0.60876,1596.74
quat0,-0.58840,0.03718,-0.79716,-0.13014,1596.76
quat1,-0.44436,0.59573,0.18856,0.64194,1596.76
quat2,0.59895,-0.33822,-0.22246,-0.69092,1596.76
quat3,0.34402,-0.65069,-0.35805,-0.57451,1596.76
quat4,0.27795,-0.76682,-0.53905,-0.21013,1596.76
quat5,0.00000,-0.79335,0.00000,-0.60876,1596.76
quat6,0.00000,-0.79335,0.00000,-0.60876,1596.76
quat7,0.00000,-0.79335,0.00000,-0.60876,1596.76
quat8,0.00000,-0.79335,0.00000,-0.60876,1596.76
quat0,-0.58799,0.04504,-0.79553,-0.13921,1596.78
quat1,-0.44482,0.60215,0.19085,0.63492,1596.78
quat2,0.60303,-0.33714,-0.23051,-0.68525,1596.78
quat3,0.34565,-0.64533,-0.35519,-0.58131,1596.78
quat4,0.28876,-0.76276,-0.53870,-0.21124,1596.78
quat5,0.00000,-0.79335,0.00000,-0.60876,1596.78
