QUAT,w,x,y,z,timestamp
quat0,0.92628,0.09461,0.34656,0.11383,1283.22
quat1,-0.22732,0.23991,0.23153,0.91496,1283.22
quat2,-0.23322,0.46017,0.55060,0.65627,1283.22
quat3,0.37460,-0.80459,0.09123,0.45164,1283.22
quat4,0.50784,-0.81765,0.10577,0.24973,1283.22
quat5,0.00000,0.38268,0.00000,-0.92388,1283.22
quat6,0.00000,0.38268,0.00000,-0.92388,1283.22
quat7,0.00000,0.38268,0.00000,-0.92388,1283.22
quat8,0.00000,0.38268,0.00000,-0.92388,1283.22
quat0,-0.92079,0.11438,0.37290,-0.00120,1283.24
quat1,-0.25811,0.26075,0.27575,0.88845,1283.24
quat2,-0.25879,0.44341,0.62103,0.59223,1283.24
quat3,0.41869,-0.79247,0.10690,0.43043,1283.24
quat4,0.57497,-0.77296,0.12582,0.23689,1283.24
quat5,0.00000,0.38268,0.00000,-0.92388,1283.24
quat6,0.00000,0.38268,0.00000,-0.92388,1283.24
quat7,0.00000,0.38268,0.00000,-0.92388,1283.24
quat8,0.00000,0.38268,0.00000,-0.92388,1283.24
quat0,-0.91927,0.05652,0.38942,-0.00973,1283.26
quat1,-0.28795,0.26485,0.32301,0.86174,1283.26
quat2,-0.27934,0.41469,0.68904,0.52462,1283.26
quat3,0.46141,-0.77350,0.12144,0.41719,1283.26
quat4,0.64516,-0.71448,0.14809,0.22660,1283.26
quat5,0.00000,0.38268,0.00000,-0.92388,1283.26
quat6,0.00000,0.38268,0.00000,-0.92388,1283.26
quat7,0.00000,0.38268,0.00000,-0.92388,1283.26
quat8,0.00000,0.38268,0.00000,-0.92388,1283.26
quat0,-0.91914,0.06203,0.38897,-0.00624,1283.28
quat1,-0.31709,0.25745,0.37157,0.83373,1283.28
quat2,-0.29372,0.37823,0.75130,0.45411,1283.28
quat3,0.50287,-0.75142,0.13858,0.40408,1283.28
quat4,0.71074,-0.64704,0.17771,0.21121,1283.28
quat5,0.00000,0.38268,0.00000,-0.92388,1283.28
quat6,0.00000,0.38268,0.00000,-0.92388,1283.28
quat7,0.00000,0.38268,0.00000,-0.92388,1283.28
quat8,0.00000,0.38268,0.00000,-0.92388,1283.28
quat0,-0.91885,0.06958,0.38841,-0.00312,1283.3
quat1,-0.34565,0.23892,0.42057,0.80409,1283.3
quat2,-0.30103,0.33603,0.80646,0.38221,1283.3
quat3,0.54032,-0.72557,0.16531,0.39278,1283.3
quat4,0.76823,-0.57238,0.21404,0.19075,1283.3
quat5,0.00000,0.38268,0.00000,-0.92388,1283.3
quat6,0.00000,0.38268,0.00000,-0.92388,1283.3
quat7,0.00000,0.38268,0.00000,-0.92388,1283.3
quat8,0.00000,0.38268,0.00000,-0.92388,1283.3
quat0,-0.91996,0.07334,0.38509,-0.00080,1283.32
quat1,-0.37594,0.21282,0.46737,0.77132,1283.32
quat2,-0.30408,0.28933,0.85252,0.31149,1283.32
quat3,0.57985,-0.69236,0.19615,0.38202,1283.32
quat4,0.81773,-0.49067,0.24612,0.17317,1283.32
quat5,0.00000,0.38268,0.00000,-0.92388,1283.32
quat6,0.00000,0.38268,0.00000,-0.92388,1283.32
quat7,0.00000,0.38268,0.00000,-0.92388,1283.32
quat8,0.00000,0.38268,0.00000,-0.92388,1283.32
quat0,-0.91878,0.08110,0.38635,-0.00041,1283.34
