quat0,0.88046,0.04985,0.44191,-0.16440,456.74
quat1,-0.40003,0.74850,-0.44904,0.27946,456.74
quat2,-0.57710,0.74469,-0.30983,0.12806,456.74
quat3,0.25524,0.44846,0.53680,0.66752,456.74
quat4,0.29190,0.63563,0.57648,0.42242,456.74
quat5,0.00000,-0.50000,0.00000,-0.86603,456.74
quat6,0.00000,-0.50000,0.00000,-0.86603,456.74
quat7,0.00000,-0.50000,0.00000,-0.86603,456.74
quat8,0.00000,-0.50000,0.00000,-0.86603,456.74
quat0,0.77614,0.04847,0.62838,-0.02023,456.76
quat1,-0.37894,0.76282,-0.46264,0.24593,456.76
quat2,-0.56005,0.75290,-0.33528,0.08405,456.76
quat3,0.23675,0.47537,0.54281,0.65064,456.76
quat4,0.26820,0.65201,0.58709,0.39784,456.76
quat5,0.00000,-0.50000,0.00000,-0.86603,456.76
quat6,0.00000,-0.50000,0.00000,-0.86603,456.76
quat7,0.00000,-0.50000,0.00000,-0.86603,456.76
quat8,0.00000,-0.50000,0.00000,-0.86603,456.76
quat0,0.83328,0.03599,0.54859,-0.05830,456.78
quat1,-0.36093,0.77345,-0.47494,0.21433,456.78
quat2,-0.54464,0.75733,-0.35801,0.04062,456.78
quat3,0.21697,0.49751,0.54807,0.63642,456.78
quat4,0.24408,0.66600,0.59724,0.37440,456.78
quat5,0.00000,-0.50000,0.00000,-0.86603,456.78
quat6,0.00000,-0.50000,0.00000,-0.86603,456.78
quat7,0.00000,-0.50000,0.00000,-0.86603,456.78
quat8,0.00000,-0.50000,0.00000,-0.86603,456.78
quat0,0.82167,0.03474,0.56682,-0.04873,456.8
quat1,-0.34597,0.78116,-0.48554,0.18532,456.8
quat2,-0.53010,0.75836,-0.37932,0.00064,456.8
quat3,0.19508,0.51540,0.55286,0.62502,456.8
quat4,0.21880,0.67795,0.60654,0.35303,456.8
quat5,0.00000,-0.50000,0.00000,-0.86603,456.8
quat6,0.00000,-0.50000,0.00000,-0.86603,456.8
quat7,0.00000,-0.50000,0.00000,-0.86603,456.8
quat8,0.00000,-0.50000,0.00000,-0.86603,456.8
quat0,0.81608,0.03409,0.57517,-0.04508,456.82
quat1,-0.33456,0.78605,-0.49455,0.16003,456.82
quat2,-0.51800,0.75639,-0.39807,-0.03310,456.82
quat3,0.17297,0.52970,0.55664,0.61616,456.82
quat4,0.19684,0.68825,0.61346,0.33353,456.82
quat5,0.00000,-0.50000,0.00000,-0.86603,456.82
quat6,0.00000,-0.50000,0.00000,-0.86603,456.82
quat7,0.00000,-0.50000,0.00000,-0.86603,456.82
quat8,0.00000,-0.50000,0.00000,-0.86603,456.82
quat0,0.81106,0.03454,0.58244,-0.04183,456.84
quat1,-0.32634,0.78884,-0.50204,0.13856,456.84
quat2,-0.51026,0.75252,-0.41159,-0.06278,456.84
quat3,0.15236,0.54126,0.55889,0.60948,456.84
quat4,0.17689,0.69749,0.61818,0.31635,456.84
quat5,0.00000,-0.50000,0.00000,-0.86603,456.84
quat6,0.00000,-0.50000,0.00000,-0.86603,456.84
quat7,0.00000,-0.50000,0.00000,-0.86603,456.84
quat8,0.00000,-0.50000,0.00000,-0.86603,456.84
quat0,0.80508,0.03615,0.59089,-0.03735,456.86
quat1,-0.32220,0.79025,-0.50724,0.12000,456.86
quat2,-0.50730,0.74764,-0.42002,-0.08522,456.86
quat3,0.13500,0.55013,0.55959,0.60498,456.86
quat4,0.15969,0.70482,0.62123,0.30299,456.86
quat5,0.00000,-0.50000,0.00000,-0.86603,456.86
quat6,0.00000,-0.50000,0.00000,-0.86603,456.86
quat7,0.00000,-0.50000,0.00000,-0.86603,456.86
quat8,0.00000,-0.50000,0.00000,-0.86603,456.86
quat0,0.80211,0.03952,0.59487,-0.03438,456.88
quat1,-0.32011,0.79031,-0.51141,0.10673,456.88
quat2,-0.50606,0.74372,-0.42569,-0.09784,456.88
quat3,0.12028,0.55750,0.55930,0.60159,456.88
quat4,0.14506,0.71084,0.62225,0.29407,456.88
quat5,0.00000,-0.50000,0.00000,-0.86603,456.88
quat6,0.00000,-0.50000,0.00000,-0.86603,456.88
quat7,0.00000,-0.50000,0.00000,-0.86603,456.88
quat8,0.00000,-0.50000,0.00000,-0.86603,456.88
quat0,0.80275,0.03810,0.59432,-0.03030,456.9
quat1,-0.31928,0.78920,-0.51496,0.10021,456.9
quat2,-0.50729,0.74054,-0.42894,-0.10132,456.9
quat3,0.10846,0.56268,0.55810,0.60012,456.9
quat4,0.13387,0.71487,0.62205,0.28999,456.9
quat5,0.00000,-0.50000,0.00000,-0.86603,456.9
quat6,0.00000,-0.50000,0.00000,-0.86603,456.9
quat7,0.00000,-0.50000,0.00000,-0.86603,456.9
quat8,0.00000,-0.50000,0.00000,-0.86603,456.9
quat0,0.80510,0.03984,0.59107,-0.02936,456.92
quat1,-0.32034,0.78803,-0.51639,0.09868,456.92
quat2,-0.51110,0.73851,-0.42826,-0.09987,456.92
quat3,0.09925,0.56557,0.55576,0.60118,456.92
quat4,0.12396,0.71704,0.62138,0.29047,456.92
quat5,0.00000,-0.50000,0.00000,-0.86603,456.92
quat6,0.00000,-0.50000,0.00000,-0.86603,456.92
quat7,0.00000,-0.50000,0.00000,-0.86603,456.92
quat8,0.00000,-0.50000,0.00000,-0.86603,456.92
quat0,0.80916,0.04169,0.58537,-0.02952,456.94
quat1,-0.32397,0.78645,-0.51605,0.10112,456.94
quat2,-0.51836,0.73701,-0.42301,-0.09580,456.94
quat3,0.09217,0.56546,0.55306,0.60488,456.94
quat4,0.11770,0.71818,0.61955,0.29416,456.94
quat5,0.00000,-0.50000,0.00000,-0.86603,456.94
quat6,0.00000,-0.50000,0.00000,-0.86603,456.94
quat7,0.00000,-0.50000,0.00000,-0.86603,456.94
quat8,0.00000,-0.50000,0.00000,-0.86603,456.94
quat0,0.81418,0.04502,0.57811,-0.02973,456.96
quat1,-0.33005,0.78471,-0.51346,0.10793,456.96
quat2,-0.52559,0.73717,-0.41550,-0.08775,456.96
quat3,0.08885,0.56341,0.54979,0.61025,456.96
quat4,0.11658,0.71942,0.61570,0.29962,456.96
quat5,0.00000,-0.50000,0.00000,-0.86603,456.96
quat6,0.00000,-0.50000,0.00000,-0.86603,456.96
quat7,0.00000,-0.50000,0.00000,-0.86603,456.96
quat8,0.00000,-0.50000,0.00000,-0.86603,456.96
quat0,0.82161,0.04729,0.56725,-0.03098,456.98
quat1,-0.33711,0.78285,-0.50918,0.11933,456.98
quat2,-0.53245,0.73867,-0.40649,-0.07503,456.98
quat3,0.08954,0.55944,0.54621,0.61698,456.98
quat4,0.11927,0.71948,0.61132,0.30726,456.98
quat5,0.00000,-0.50000,0.00000,-0.86603,456.98
quat6,0.00000,-0.50000,0.00000,-0.86603,456.98
quat7,0.00000,-0.50000,0.00000,-0.86603,456.98
quat8,0.00000,-0.50000,0.00000,-0.86603,456.98
quat0,0.83146,0.05022,0.55241,-0.03157,457
quat1,-0.34582,0.78077,-0.50299,0.13342,457
quat2,-0.53940,0.74141,-0.39463,-0.06027,457
quat3,0.09429,0.55327,0.54241,0.62514,457
quat4,0.12548,0.71890,0.60565,0.31721,457
quat5,0.00000,-0.50000,0.00000,-0.86603,457
quat6,0.00000,-0.50000,0.00000,-0.86603,457
quat7,0.00000,-0.50000,0.00000,-0.86603,457
quat8,0.00000,-0.50000,0.00000,-0.86603,457
quat0,0.84480,0.05373,0.53126,-0.03439,457.02
quat1,-0.35572,0.77832,-0.49502,0.15045,457.02
quat2,-0.54667,0.74431,-0.38132,-0.04197,457.02
quat3,0.10224,0.54457,0.53868,0.63468,457.02
quat4,0.13503,0.71681,0.59951,0.32944,457.02
quat5,0.00000,-0.50000,0.00000,-0.86603,457.02
quat6,0.00000,-0.50000,0.00000,-0.86603,457.02
quat7,0.00000,-0.50000,0.00000,-0.86603,457.02
quat8,0.00000,-0.50000,0.00000,-0.86603,457.02
quat0,0.85716,0.05574,0.51092,-0.03366,457.04
quat1,-0.36765,0.77530,-0.48498,0.16892,457.04
quat2,-0.55445,0.74720,-0.36575,-0.02241,457.04
quat3,0.11302,0.53336,0.53399,0.64623,457.04
quat4,0.14830,0.71337,0.59222,0.34408,457.04
quat5,0.00000,-0.50000,0.00000,-0.86603,457.04
quat6,0.00000,-0.50000,0.00000,-0.86603,457.04
quat7,0.00000,-0.50000,0.00000,-0.86603,457.04
quat8,0.00000,-0.50000,0.00000,-0.86603,457.04
quat0,0.87048,0.05655,0.48765,-0.03554,457.06
quat1,-0.38059,0.77106,-0.47381,0.19008,457.06
quat2,-0.56326,0.74923,-0.34842,-0.00114,457.06
quat3,0.12544,0.51755,0.52960,0.66025,457.06
quat4,0.16282,0.70719,0.58534,0.36159,457.06
quat5,0.00000,-0.50000,0.00000,-0.86603,457.06
quat6,0.00000,-0.50000,0.00000,-0.86603,457.06
quat7,0.00000,-0.50000,0.00000,-0.86603,457.06
quat8,0.00000,-0.50000,0.00000,-0.86603,457.06
quat0,0.88512,0.05956,0.46009,-0.03637,457.08
quat1,-0.39486,0.76542,-0.46113,0.21347,457.08
quat2,-0.57307,0.75024,-0.32911,0.02050,457.08
quat3,0.14060,0.49921,0.52483,0.67496,457.08
quat4,0.18207,0.69983,0.57631,0.38072,457.08
quat5,0.00000,-0.50000,0.00000,-0.86603,457.08
quat6,0.00000,-0.50000,0.00000,-0.86603,457.08
quat7,0.00000,-0.50000,0.00000,-0.86603,457.08
quat8,0.00000,-0.50000,0.00000,-0.86603,457.08
quat0,0.90026,0.05848,0.42981,-0.03712,457.1
quat1,-0.40918,0.75828,-0.44756,0.23932,457.1
quat2,-0.58266,0.74980,-0.31012,0.04617,457.1
quat3,0.15820,0.47766,0.51978,0.69039,457.1
quat4,0.20331,0.68960,0.56696,0.40209,457.1
quat5,0.00000,-0.50000,0.00000,-0.86603,457.1
quat6,0.00000,-0.50000,0.00000,-0.86603,457.1
quat7,0.00000,-0.50000,0.00000,-0.86603,457.1
quat8,0.00000,-0.50000,0.00000,-0.86603,457.1
quat0,0.91438,0.05907,0.39879,-0.03723,457.12
quat1,-0.42430,0.74932,-0.43271,0.26693,457.12
quat2,-0.59194,0.74820,-0.29036,0.07413,457.12
quat3,0.17821,0.45333,0.51343,0.70648,457.12
quat4,0.22703,0.67712,0.55597,0.42527,457.12
quat5,0.00000,-0.50000,0.00000,-0.86603,457.12
quat6,0.00000,-0.50000,0.00000,-0.86603,457.12
quat7,0.00000,-0.50000,0.00000,-0.86603,457.12
quat8,0.00000,-0.50000,0.00000,-0.86603,457.12
quat0,0.92886,0.05985,0.36344,-0.03928,457.14
quat1,-0.43889,0.73834,-0.41738,0.29669,457.14
quat2,-0.60098,0.74474,-0.26996,0.10634,457.14
quat3,0.19958,0.42479,0.50613,0.72357,457.14
quat4,0.25068,0.66124,0.54499,0.45045,457.14
quat5,0.00000,-0.50000,0.00000,-0.86603,457.14
quat6,0.00000,-0.50000,0.00000,-0.86603,457.14
quat7,0.00000,-0.50000,0.00000,-0.86603,457.14
quat8,0.00000,-0.50000,0.00000,-0.86603,457.14
quat0,0.94263,0.05992,0.32611,-0.03884,457.16
quat1,-0.45314,0.72542,-0.40064,0.32850,457.16
quat2,-0.61022,0.73984,-0.24691,0.13895,457.16
quat3,0.22310,0.39372,0.49684,0.74051,457.16
quat4,0.27690,0.64429,0.53106,0.47560,457.16
quat5,0.00000,-0.50000,0.00000,-0.86603,457.16
quat6,0.00000,-0.50000,0.00000,-0.86603,457.16
quat7,0.00000,-0.50000,0.00000,-0.86603,457.16
quat8,0.00000,-0.50000,0.00000,-0.86603,457.16
quat0,0.95630,0.05786,0.28380,-0.04011,457.18
quat1,-0.46700,0.70981,-0.38312,0.36235,457.18
quat2,-0.61908,0.73313,-0.22146,0.17383,457.18
quat3,0.24777,0.35870,0.48597,0.75748,457.18
quat4,0.30343,0.62464,0.51594,0.50156,457.18
quat5,0.00000,-0.50000,0.00000,-0.86603,457.18
quat6,0.00000,-0.50000,0.00000,-0.86603,457.18
quat7,0.00000,-0.50000,0.00000,-0.86603,457.18
quat8,0.00000,-0.50000,0.00000,-0.86603,457.18
quat0,0.96789,0.05746,0.24149,-0.03973,457.2
quat1,-0.48171,0.69216,-0.36295,0.39639,457.2
