QUAT,w,x,y,z,timestamp
quat0,-0.1872,0.76386,-0.24916,-0.56515,1270.52
quat1,-0.06646,-0.6081,-0.1364,0.77923,1270.52
quat2,-0.31706,-0.48164,-0.2824,0.76665,1270.52
quat3,-0.6669,0.26579,-0.61472,-0.32667,1270.52
quat4,-0.80064,0.04376,-0.57814,0.15103,1270.52
quat5,0.04114,-0.60584,-0.72758,-0.31921,1270.52
quat6,-0.68598,-0.24602,-0.55708,0.39821,1270.52
quat7,-0.68697,-0.35078,-0.51109,0.37922,1270.52
quat8,-0.5019,-0.20075,-0.82402,0.16966,1270.52
quat0,-0.19008,0.76626,-0.2492,-0.5609,1270.54
quat1,-0.05655,-0.60397,-0.13276,0.78383,1270.54
quat2,-0.29836,-0.47958,-0.29174,0.77193,1270.54
quat3,-0.67141,0.25709,-0.61381,-0.32612,1270.54
quat4,-0.79874,0.03366,-0.58239,0.14732,1270.54
quat5,0.05114,-0.6112,-0.71455,-0.33651,1270.54
quat6,-0.68636,-0.22297,-0.5663,0.39812,1270.54
quat7,-0.68836,-0.34785,-0.51014,0.38069,1270.54
quat8,-0.50106,-0.20525,-0.82343,0.16962,1270.54
quat0,-0.1935,0.76903,-0.24905,-0.55599,1270.56
quat1,-0.04924,-0.60381,-0.13083,0.78477,1270.56
quat2,-0.28014,-0.4771,-0.30644,0.7746,1270.56
quat3,-0.67538,0.25102,-0.61277,-0.32459,1270.56
quat4,-0.79632,0.0204,-0.58807,0.14013,1270.56
quat5,0.02902,-0.60619,-0.72246,-0.33129,1270.56
quat6,-0.68734,-0.21357,-0.56442,0.4042,1270.56
quat7,-0.68528,-0.35182,-0.51147,0.3808,1270.56
quat8,-0.50699,-0.20226,-0.82089,0.16789,1270.56
quat0,-0.19887,0.76956,-0.25333,-0.55141,1270.58
quat1,-0.04238,-0.60543,-0.12558,0.78478,1270.58
quat2,-0.26388,-0.47405,-0.3247,0.77473,1270.58
quat3,-0.67576,0.25025,-0.61214,-0.32558,1270.58
quat4,-0.79363,0.0052,-0.59424,0.13036,1270.58
quat5,-0.01628,-0.59417,-0.74266,-0.30847,1270.58
quat6,-0.69033,-0.21216,-0.55984,0.40621,1270.58
quat7,-0.68046,-0.35527,-0.52052,0.37392,1270.58
quat8,-0.5198,-0.19204,-0.81577,0.16566,1270.58
quat0,-0.20545,0.76889,-0.26025,-0.5467,1270.6
quat1,-0.03341,-0.60834,-0.11795,0.78415,1270.6
quat2,-0.24933,-0.47307,-0.34072,0.77327,1270.6
quat3,-0.67218,0.25368,-0.61163,-0.33126,1270.6
quat4,-0.78976,-0.01141,-0.60142,0.12015,1270.6
quat5,-0.07376,-0.57746,-0.76502,-0.2754,1270.6
quat6,-0.69798,-0.21668,-0.55062,0.40334,1270.6
quat7,-0.67025,-0.36409,-0.53376,0.36511,1270.6
quat8,-0.53955,-0.17801,-0.80636,0.16428,1270.6
quat0,-0.21017,0.76888,-0.26211,-0.54401,1270.62
quat1,-0.02444,-0.61353,-0.11208,0.7813,1270.62
quat2,-0.23754,-0.47517,-0.35176,0.77075,1270.62
quat3,-0.66919,0.25746,-0.60995,-0.33743,1270.62
quat4,-0.78548,-0.02967,-0.60785,0.11253,1270.62
quat5,-0.13634,-0.55644,-0.78634,-0.23122,1270.62
quat6,-0.7077,-0.21854,-0.54693,0.39021,1270.62
quat7,-0.65385,-0.37694,-0.55076,0.35644,1270.62
quat8,-0.56678,-0.16066,-0.7911,0.16464,1270.62
quat0,-0.2115,0.77295,-0.26147,-0.53801,1270.64
quat1,-0.01677,-0.62027,-0.10888,0.77662,1270.64
quat2,-0.2272,-0.48089,-0.35352,0.76951,1270.64
quat3,-0.66676,0.25803,-0.60925,-0.34303,1270.64
quat4,-0.78172,-0.04758,-0.61207,0.10962,1270.64
quat5,-0.20287,-0.53397,-0.80042,-0.18178,1270.64
quat6,-0.70909,-0.21165,-0.55511,0.37981,1270.64
quat7,-0.63084,-0.39233,-0.56998,0.35106,1270.64
quat8,-0.60127,-0.131,-0.77203,0.15901,1270.64
quat0,-0.2098,0.78057,-0.25864,-0.52897,1270.66
quat1,-0.00691,-0.62835,-0.10524,0.77075,1270.66
quat2,-0.21598,-0.49025,-0.34325,0.77149,1270.66
quat3,-0.66116,0.26045,-0.60873,-0.35282,1270.66
quat4,-0.78031,-0.06179,-0.61255,0.10987,1270.66
quat5,-0.27447,-0.50819,-0.80502,-0.13548,1270.66
quat6,-0.70447,-0.21265,-0.56688,0.37034,1270.66
quat7,-0.60445,-0.41033,-0.5836,0.35452,1270.66
quat8,-0.64558,-0.07478,-0.74674,0.14147,1270.66
quat0,-0.21237,0.78054,-0.25733,-0.52862,1270.68
quat1,0.0036,-0.63482,-0.09846,0.76635,1270.68
quat2,-0.20433,-0.50164,-0.32448,0.77544,1270.68
quat3,-0.65434,0.26764,-0.60353,-0.36872,1270.68
quat4,-0.78129,-0.06762,-0.61131,0.1064,1270.68
quat5,-0.34889,-0.47815,-0.80006,-0.09769,1270.68
quat6,-0.69656,-0.22284,-0.57762,0.36262,1270.68
quat7,-0.58322,-0.42223,-0.59389,0.35898,1270.68
quat8,-0.66094,-0.04753,-0.74042,0.11261,1270.68
quat0,-0.2191,0.77511,-0.25242,-0.53618,1270.7
quat1,0.01188,-0.64001,-0.09004,0.76298,1270.7
quat2,-0.19414,-0.51395,-0.30167,0.77921,1270.7
quat3,-0.65038,0.27626,-0.59533,-0.38245,1270.7
quat4,-0.78355,-0.06195,-0.61077,0.09578,1270.7
quat5,-0.42382,-0.44192,-0.78775,-0.06734,1270.7
quat6,-0.687,-0.24289,-0.58509,0.35595,1270.7
quat7,-0.5851,-0.41292,-0.60263,0.35212,1270.7
quat8,-0.64891,-0.04273,-0.75356,0.09611,1270.7
quat0,-0.22272,0.77371,-0.24676,-0.53933,1270.72
quat1,0.01514,-0.64612,-0.08539,0.75829,1270.72
quat2,-0.18852,-0.52501,-0.27978,0.78137,1270.72
quat3,-0.64867,0.27869,-0.59347,-0.38647,1270.72
quat4,-0.78628,-0.04952,-0.61063,0.0803,1270.72
quat5,-0.4936,-0.40145,-0.77085,-0.03159,1270.72
quat6,-0.67195,-0.27187,-0.58985,0.35589,1270.72
quat7,-0.60406,-0.4,-0.60091,0.33767,1270.72
quat8,-0.607,-0.04601,-0.7918,0.0498,1270.72
quat0,-0.22338,0.77738,-0.23984,-0.53689,1270.74
quat1,0.01348,-0.65421,-0.0841,0.7515,1270.74
quat2,-0.18915,-0.53387,-0.26403,0.7807,1270.74
quat3,-0.65047,0.27579,-0.59494,-0.38323,1270.74
quat4,-0.78916,-0.03663,-0.60964,0.06494,1270.74
quat5,-0.5525,-0.3649,-0.74918,0.01796,1270.74
quat6,-0.65137,-0.30452,-0.5949,0.35928,1270.74
quat7,-0.62994,-0.38954,-0.58564,0.32933,1270.74
quat8,-0.54247,-0.0857,-0.83514,0.03033,1270.74
quat0,-0.22295,0.78303,-0.23072,-0.53284,1270.76
quat1,0.01101,-0.66198,-0.08254,0.74488,1270.76
quat2,-0.19556,-0.5403,-0.25279,0.77842,1270.76
quat3,-0.65227,0.27466,-0.59581,-0.37962,1270.76
quat4,-0.79268,-0.02429,-0.60683,0.05325,1270.76
quat5,-0.6,-0.33622,-0.72299,0.06516,1270.76
quat6,-0.63448,-0.33666,-0.59671,0.3578,1270.76
quat7,-0.65304,-0.36945,-0.57731,0.32213,1270.76
quat8,-0.46114,-0.13542,-0.87677,0.01711,1270.76
quat0,-0.22074,0.79101,-0.22261,-0.52538,1270.78
quat1,0.00698,-0.66841,-0.08233,0.73919,1270.78
quat2,-0.20564,-0.54491,-0.24482,0.77514,1270.78
quat3,-0.65208,0.27912,-0.59388,-0.37973,1270.78
quat4,-0.79697,-0.01157,-0.60223,0.04512,1270.78
quat5,-0.63735,-0.3119,-0.6978,0.09787,1270.78
quat6,-0.6311,-0.33576,-0.62063,0.32218,1270.78
quat7,-0.66454,-0.35057,-0.57887,0.31686,1270.78
quat8,-0.3732,-0.17698,-0.91067,-0.00855,1270.78
quat0,-0.2179,0.79745,-0.21783,-0.51879,1270.8
quat1,-0.00281,-0.6736,-0.08497,0.73419,1270.8
quat2,-0.21766,-0.54773,-0.23825,0.77191,1270.8
quat3,-0.65234,0.28914,-0.58661,-0.38307,1270.8
quat4,-0.8015,0.00048,-0.59662,0.04066,1270.8
quat5,-0.65913,-0.29921,-0.67922,0.12116,1270.8
quat6,-0.64622,-0.30807,-0.63423,0.29197,1270.8
quat7,-0.66931,-0.34512,-0.57546,0.31901,1270.8
quat8,-0.28219,-0.2087,-0.93483,-0.05395,1270.8
quat0,-0.21661,0.80081,-0.21333,-0.51601,1270.82
quat1,-0.01865,-0.6777,-0.08996,0.72958,1270.82
quat2,-0.23169,-0.54894,-0.2338,0.76833,1270.82
quat3,-0.65369,0.3004,-0.57781,-0.38547,1270.82
quat4,-0.80592,0.01095,-0.59064,0.03893,1270.82
quat5,-0.65403,-0.31389,-0.67378,0.1405,1270.82
