QUAT,w,x,y,z,timestamp
quat0,0.03682,-0.80251,-0.01312,0.59535,96.72
quat1,0.28998,0.49887,-0.24122,-0.78029,96.72
quat2,0.84998,0.15568,-0.4331,-0.25634,96.72
quat3,0.53338,-0.5309,0.29266,0.58992,96.72
quat4,0.85604,-0.28708,0.36135,0.23283,96.72
quat5,0.65391,-0.16481,0.65632,0.33834,96.72
quat6,0.63309,0.04083,0.76449,0.11439,96.72
quat7,0.79153,0.05092,0.58971,0.15207,96.72
quat8,0.5626,-0.18122,0.77037,0.23912,96.72
quat0,0.04,-0.80173,-0.00707,0.5963,96.74
quat1,0.29539,0.49904,-0.24834,-0.77591,96.74
quat2,0.83887,0.18606,-0.44021,-0.26056,96.74
quat3,0.5326,-0.52954,0.29552,0.59042,96.74
quat4,0.85621,-0.28948,0.35875,0.23326,96.74
quat5,0.65172,-0.16264,0.66198,0.33254,96.74
quat6,0.6291,0.04153,0.76817,0.11148,96.74
quat7,0.79234,0.06705,0.58896,0.14431,96.74
quat8,0.59887,-0.16759,0.742,0.25041,96.74
quat0,0.04345,-0.80096,-0.0012,0.59713,96.76
quat1,0.30052,0.49879,-0.24874,-0.77396,96.76
quat2,0.8281,0.22267,-0.44721,-0.25429,96.76
quat3,0.53164,-0.5286,0.29742,0.59117,96.76
quat4,0.85675,-0.29218,0.35551,0.23285,96.76
quat5,0.65053,-0.15993,0.66687,0.32638,96.76
quat6,0.62229,0.04273,0.77432,0.10655,96.76
quat7,0.79265,0.08103,0.58827,0.13811,96.76
quat8,0.63525,-0.15081,0.71294,0.25581,96.76
quat0,0.04623,-0.7998,0.00322,0.59847,96.78
quat1,0.30064,0.49766,-0.24577,-0.77559,96.78
quat2,0.82554,0.23828,-0.44342,-0.25512,96.78
quat3,0.53131,-0.52759,0.29835,0.5919,96.78
quat4,0.85789,-0.29392,0.35221,0.23146,96.78
quat5,0.65078,-0.15746,0.6697,0.32124,96.78
quat6,0.61396,0.0445,0.78168,0.10025,96.78
quat7,0.79475,0.0927,0.58486,0.13315,96.78
quat8,0.66663,-0.13905,0.68422,0.26097,96.78
quat0,0.04762,-0.79855,0.00534,0.60002,96.8
quat1,0.298,0.49794,-0.23908,-0.77852,96.8
quat2,0.83118,0.22654,-0.43268,-0.26573,96.8
quat3,0.53209,-0.52631,0.29793,0.59255,96.8
quat4,0.8594,-0.29412,0.34973,0.22939,96.8
quat5,0.65163,-0.15451,0.67212,0.31585,96.8
quat6,0.60477,0.04605,0.78943,0.09452,96.8
quat7,0.7972,0.10211,0.58054,0.13048,96.8
quat8,0.69683,-0.12454,0.65693,0.25953,96.8
quat0,0.04652,-0.7975,0.00541,0.60149,96.82
quat1,0.2974,0.4993,-0.227,-0.78149,96.82
quat2,0.8381,0.21586,-0.42294,-0.26855,96.82
quat3,0.5328,-0.52607,0.29582,0.59318,96.82
quat4,0.86136,-0.2941,0.34646,0.22701,96.82
quat5,0.65236,-0.15194,0.67422,0.31106,96.82
quat6,0.59563,0.04575,0.79694,0.08959,96.82
quat7,0.80097,0.10929,0.57433,0.12905,96.82
quat8,0.72113,-0.11452,0.63199,0.25968,96.82
quat0,0.04331,-0.7964,0.00378,0.60321,96.84
quat1,0.29744,0.50186,-0.21421,-0.78344,96.84
quat2,0.84196,0.21931,-0.4184,-0.26065,96.84
quat3,0.53198,-0.52729,0.29316,0.59416,96.84
quat4,0.86321,-0.29516,0.34217,0.22507,96.84
quat5,0.65295,-0.1482,0.6776,0.30421,96.84
quat6,0.58683,0.04371,0.80396,0.0859,96.84
quat7,0.8046,0.11421,0.56819,0.12937,96.84
quat8,0.74048,-0.10632,0.61078,0.25947,96.84
quat0,0.03903,-0.79551,0.0014,0.60467,96.86
quat1,0.29823,0.50531,-0.20099,-0.78443,96.86
