QUAT,w,x,y,z,timestamp
quat0,-0.08529,-0.8233,-0.1956,0.52596,1102.84
quat1,0.73138,0.24973,0.56452,0.2899,1102.84
quat2,0.61288,-0.10921,0.25799,0.73884,1102.84
quat3,0.1767,-0.50426,-0.35126,0.76884,1102.84
quat4,0.74452,-0.18933,0.14038,0.62461,1102.84
quat5,0.56395,-0.44744,0.53759,0.43904,1102.84
quat6,0.35625,-0.56245,0.49584,0.55756,1102.84
quat7,-0.55577,0.39686,-0.64314,-0.34641,1102.84
quat8,0.44342,-0.55272,0.35945,0.60718,1102.84
quat0,-0.08638,-0.82388,-0.19648,0.52455,1102.86
quat1,0.72395,0.27612,0.55448,0.30366,1102.86
quat2,0.61451,-0.07598,0.23311,0.74984,1102.86
quat3,0.19931,-0.49184,-0.37192,0.76161,1102.86
quat4,0.74895,-0.15462,0.11111,0.63468,1102.86
quat5,0.5641,-0.44721,0.53742,0.43929,1102.86
quat6,0.35629,-0.56283,0.49515,0.55777,1102.86
quat7,-0.55537,0.39824,-0.64208,-0.34743,1102.86
quat8,0.44404,-0.55211,0.35835,0.60793,1102.86
quat0,-0.08815,-0.82495,-0.19774,0.52211,1102.88
quat1,0.71558,0.30179,0.54292,0.31953,1102.88
quat2,0.61454,-0.04155,0.20625,0.76031,1102.88
quat3,0.22203,-0.4801,-0.39001,0.75373,1102.88
quat4,0.75173,-0.12083,0.07704,0.64372,1102.88
quat5,0.56432,-0.44675,0.53739,0.43951,1102.88
quat6,0.35585,-0.56341,0.49451,0.55802,1102.88
quat7,-0.55459,0.39999,-0.64109,-0.34849,1102.88
quat8,0.44457,-0.55164,0.35685,0.60885,1102.88
quat0,-0.08879,-0.82669,-0.19853,0.51894,1102.9
quat1,0.70794,0.32346,0.52924,0.3378,1102.9
quat2,0.61339,-0.00552,0.17854,0.76932,1102.9
quat3,0.24436,-0.46927,-0.40712,0.74453,1102.9
quat4,0.75298,-0.0885,0.03979,0.65085,1102.9
quat5,0.56466,-0.44603,0.53726,0.43996,1102.9
quat6,0.35517,-0.5641,0.49382,0.55838,1102.9
quat7,-0.55371,0.40199,-0.64023,-0.34917,1102.9
quat8,0.44493,-0.55132,0.35543,0.60971,1102.9
quat0,-0.09041,-0.82802,-0.19935,0.51621,1102.92
quat1,0.70118,0.34047,0.51465,0.35716,1102.92
quat2,0.61126,0.03258,0.1511,0.77619,1102.92
quat3,0.26639,-0.45955,-0.42152,0.73496,1102.92
quat4,0.75303,-0.0577,0.00043,0.65545,1102.92
quat5,0.56523,-0.44516,0.53713,0.44027,1102.92
quat6,0.35434,-0.56485,0.49323,0.55867,1102.92
quat7,-0.55282,0.40387,-0.63974,-0.34932,1102.92
quat8,0.44532,-0.55116,0.35417,0.61031,1102.92
quat0,-0.09143,-0.82896,-0.19996,0.51428,1102.94
quat1,0.69672,0.35442,0.49747,0.37616,1102.94
quat2,0.60824,0.07027,0.12667,0.78042,1102.94
quat3,0.28685,-0.45031,-0.4351,0.725,1102.94
quat4,0.75174,-0.02972,-0.03945,0.65761,1102.94
quat5,0.56595,-0.44401,0.53721,0.44041,1102.94
quat6,0.3533,-0.56562,0.49275,0.55897,1102.94
quat7,-0.55212,0.40556,-0.63963,-0.34866,1102.94
quat8,0.44532,-0.55129,0.35322,0.61074,1102.94
quat0,-0.09299,-0.83009,-0.20131,0.51163,1102.96
quat1,0.68976,0.3622,0.48312,0.39955,1102.96
quat2,0.60437,0.10549,0.10526,0.78264,1102.96
quat3,0.30632,-0.44001,-0.4487,0.715,1102.96
quat4,0.74913,-0.00592,-0.07903,0.65767,1102.96
quat5,0.56677,-0.44277,0.5373,0.4405,1102.96
quat6,0.35263,-0.56625,0.4924,0.55907,1102.96
quat7,-0.55163,0.40703,-0.63989,-0.34724,1102.96
quat8,0.44466,-0.55193,0.35262,0.61099,1102.96
quat0,-0.09355,-0.83153,-0.20174,0.50902,1102.98
quat1,0.6839,0.36517,0.4692,0.42283,1102.98
quat2,0.60075,0.13574,0.08382,0.78336,1102.98
quat3,0.32536,-0.42869,-0.46032,0.70603,1102.98
quat4,0.74555,0.01472,-0.11673,0.65598,1102.98
quat5,0.56763,-0.44126,0.53766,0.44047,1102.98
quat6,0.35215,-0.5669,0.49202,0.55904,1102.98
quat7,-0.55144,0.40809,-0.64052,-0.34513,1102.98
quat8,0.44386,-0.55258,0.35278,0.6109,1102.98
quat0,-0.09272,-0.83187,-0.20136,0.50877,1103.0
quat1,0.67678,0.37045,0.45726,0.44232,1103.0
