QUAT,w,x,y,z,timestamp
quat0,-0.18362,0.73965,-0.45424,-0.46138,454.98
quat1,-0.08064,-0.39077,-0.0993,0.91156,454.98
quat2,-0.81984,-0.38466,-0.34892,0.24117,454.98
quat3,-0.75329,0.35217,-0.34093,-0.43852,454.98
quat4,0.67183,-0.45119,0.03355,0.58647,454.98
quat5,-0.59098,-0.33466,-0.65661,0.32803,454.98
quat6,-0.4792,-0.44948,-0.63861,0.40063,454.98
quat7,-0.49528,-0.57996,-0.45559,0.45911,454.98
quat8,-0.56724,-0.47106,-0.53191,0.41644,454.98
quat0,-0.18162,0.73595,-0.46552,-0.45681,455.0
quat1,-0.07325,-0.38878,-0.08662,0.91432,455.0
quat2,-0.82076,-0.38014,-0.3433,0.25296,455.0
quat3,-0.75341,0.35269,-0.35139,-0.42953,455.0
quat4,0.68099,-0.44916,0.03115,0.57753,455.0
quat5,-0.58887,-0.338,-0.6589,0.32379,455.0
quat6,-0.47863,-0.45403,-0.63372,0.40394,455.0
quat7,-0.49078,-0.58386,-0.45215,0.46239,455.0
quat8,-0.56311,-0.47773,-0.53256,0.4136,455.0
quat0,-0.17993,0.73163,-0.47684,-0.45274,455.02
quat1,-0.06559,-0.38638,-0.07403,0.91702,455.02
quat2,-0.82116,-0.376,-0.33798,0.26473,455.02
quat3,-0.75367,0.35201,-0.36217,-0.4206,455.02
quat4,0.68946,-0.44792,0.02904,0.56848,455.02
quat5,-0.58718,-0.34176,-0.66038,0.31987,455.02
quat6,-0.47849,-0.45785,-0.62949,0.40642,455.02
quat7,-0.48635,-0.588,-0.44913,0.46476,455.02
quat8,-0.55955,-0.48437,-0.53221,0.41114,455.02
quat0,-0.1785,0.72665,-0.48787,-0.44956,455.04
quat1,-0.05761,-0.3833,-0.06215,0.91973,455.04
quat2,-0.82083,-0.37262,-0.33293,0.27668,455.04
quat3,-0.75383,0.35046,-0.37324,-0.41184,455.04
quat4,0.69744,-0.44755,0.02729,0.55905,455.04
quat5,-0.58611,-0.34577,-0.66083,0.31656,455.04
quat6,-0.47788,-0.46173,-0.62552,0.40886,455.04
quat7,-0.48188,-0.59184,-0.44647,0.4671,455.04
quat8,-0.55699,-0.49058,-0.53113,0.40865,455.04
quat0,-0.17746,0.7212,-0.49862,-0.44694,455.06
quat1,-0.04868,-0.37931,-0.05053,0.92261,455.06
quat2,-0.81988,-0.36983,-0.32839,0.28842,455.06
quat3,-0.75401,0.34783,-0.38438,-0.4034,455.06
quat4,0.705,-0.44779,0.02634,0.54933,455.06
quat5,-0.58604,-0.34967,-0.66035,0.31342,455.06
quat6,-0.47659,-0.46622,-0.62137,0.41157,455.06
quat7,-0.47724,-0.5959,-0.44425,0.46881,455.06
quat8,-0.55596,-0.49563,-0.53,0.40541,455.06
quat0,-0.17712,0.71505,-0.50902,-0.44523,455.08
quat1,-0.03927,-0.37464,-0.03983,0.92548,455.08
quat2,-0.81827,-0.3677,-0.32445,0.29993,455.08
quat3,-0.75456,0.34403,-0.39508,-0.39522,455.08
quat4,0.71205,-0.449,0.02614,0.53917,455.08
quat5,-0.58643,-0.35359,-0.65927,0.31054,455.08
quat6,-0.47546,-0.47087,-0.61698,0.41419,455.08
quat7,-0.47365,-0.59941,-0.44223,0.46989,455.08
quat8,-0.55605,-0.49984,-0.5288,0.40168,455.08
quat0,-0.1776,0.70808,-0.51901,-0.44465,455.1
quat1,-0.02916,-0.36929,-0.03051,0.92835,455.1
quat2,-0.81596,-0.36609,-0.32144,0.31123,455.1
quat3,-0.7557,0.33891,-0.40487,-0.38748,455.1
quat4,0.71842,-0.45138,0.02682,0.5286,455.1
quat5,-0.58717,-0.35778,-0.6575,0.3081,455.1
quat6,-0.47457,-0.47509,-0.61239,0.4172,455.1
quat7,-0.47101,-0.6027,-0.43992,0.4705,455.1
quat8,-0.55606,-0.50394,-0.52726,0.39854,455.1
quat0,-0.17841,0.70057,-0.52807,-0.44555,455.12
quat1,-0.01875,-0.36321,-0.02325,0.93123,455.12
quat2,-0.81264,-0.3653,-0.31961,0.32252,455.12
quat3,-0.75729,0.3325,-0.41403,-0.38019,455.12
quat4,0.72393,-0.45529,0.02855,0.51751,455.12
quat5,-0.58769,-0.36246,-0.65518,0.30655,455.12
quat6,-0.47381,-0.47915,-0.60756,0.42047,455.12
quat7,-0.46873,-0.60577,-0.43688,0.47167,455.12
quat8,-0.55561,-0.50872,-0.52487,0.39625,455.12
quat0,-0.17951,0.69254,-0.53617,-0.44798,455.14
quat1,-0.00771,-0.3567,-0.01717,0.93403,455.14
quat2,-0.80821,-0.36528,-0.31906,0.33402,455.14
quat3,-0.75936,0.32445,-0.42272,-0.37337,455.14
quat4,0.72845,-0.46093,0.03117,0.50589,455.14
quat5,-0.58835,-0.36747,-0.65222,0.30566,455.14
quat6,-0.47256,-0.48361,-0.60226,0.42438,455.14
quat7,-0.4665,-0.60867,-0.43313,0.47359,455.14
quat8,-0.55531,-0.51311,-0.52236,0.39433,455.14
quat0,-0.18099,0.68393,-0.5434,-0.45188,455.16
quat1,0.00366,-0.34962,-0.01259,0.9368,455.16
quat2,-0.80287,-0.36581,-0.31968,0.34553,455.16
quat3,-0.76193,0.31447,-0.43095,-0.36722,455.16
quat4,0.73222,-0.46774,0.0346,0.49384,455.16
quat5,-0.58942,-0.37235,-0.64874,0.30508,455.16
quat6,-0.4719,-0.48743,-0.5972,0.42788,455.16
quat7,-0.46448,-0.61112,-0.42879,0.47637,455.16
quat8,-0.55587,-0.51676,-0.51966,0.39231,455.16
quat0,-0.18308,0.67467,-0.54957,-0.45746,455.18
quat1,0.01581,-0.34183,-0.00872,0.93959,455.18
quat2,-0.79683,-0.36679,-0.32146,0.35665,455.18
quat3,-0.76527,0.30293,-0.43804,-0.36155,455.18
quat4,0.7352,-0.47541,0.0391,0.4816,455.18
quat5,-0.59073,-0.37687,-0.64502,0.3049,455.18
quat6,-0.4725,-0.49017,-0.59254,0.43055,455.18
quat7,-0.46197,-0.6138,-0.4244,0.47929,455.18
quat8,-0.55692,-0.52,-0.51626,0.39104,455.18
quat0,-0.18568,0.66507,-0.55453,-0.46444,455.2
quat1,0.02844,-0.33332,-0.00593,0.94237,455.2
quat2,-0.79001,-0.36854,-0.32409,0.36747,455.2
quat3,-0.76914,0.29008,-0.44421,-0.35632,455.2
quat4,0.73736,-0.48398,0.04425,0.46915,455.2
quat5,-0.59247,-0.38114,-0.64067,0.30537,455.2
quat6,-0.47375,-0.49217,-0.58833,0.43267,455.2
quat7,-0.45937,-0.61667,-0.41991,0.48205,455.2
quat8,-0.55842,-0.52257,-0.51241,0.39054,455.2
quat0,-0.189,0.65505,-0.55848,-0.47253,455.22
quat1,0.0411,-0.32448,-0.00441,0.94499,455.22
quat2,-0.78241,-0.37102,-0.32795,0.37767,455.22
quat3,-0.77311,0.27629,-0.44997,-0.35141,455.22
quat4,0.73874,-0.49304,0.05022,0.45678,455.22
quat5,-0.59498,-0.38491,-0.63571,0.30614,455.22
quat6,-0.47392,-0.49448,-0.5845,0.43503,455.22
quat7,-0.45695,-0.61934,-0.41563,0.48464,455.22
quat8,-0.56032,-0.5244,-0.50818,0.39089,455.22
quat0,-0.19258,0.64518,-0.56164,-0.48086,455.24
quat1,0.05338,-0.31539,-0.00409,0.94745,455.24
quat2,-0.77417,-0.3744,-0.33266,0.38707,455.24
quat3,-0.777,0.26166,-0.45515,-0.34732,455.24
quat4,0.73919,-0.50243,0.05676,0.44491,455.24
quat5,-0.59818,-0.38815,-0.63022,0.30716,455.24
quat6,-0.47398,-0.49631,-0.58128,0.43719,455.24
quat7,-0.45465,-0.62183,-0.41169,0.48696,455.24
quat8,-0.5626,-0.52588,-0.50327,0.39199,455.24
quat0,-0.19672,0.63527,-0.56384,-0.48971,455.26
quat1,0.06538,-0.30622,-0.00512,0.9497,455.26
quat2,-0.76554,-0.37838,-0.33858,0.39514,455.26
quat3,-0.781,0.24618,-0.45903,-0.34457,455.26
quat4,0.73861,-0.51228,0.06368,0.43355,455.26
quat5,-0.60169,-0.39113,-0.62435,0.3085,455.26
quat6,-0.47449,-0.49722,-0.57905,0.43856,455.26
quat7,-0.45267,-0.62409,-0.40813,0.48891,455.26
quat8,-0.56548,-0.52652,-0.49819,0.39347,455.26
quat0,-0.20151,0.62538,-0.56507,-0.49899,455.28
quat1,0.0766,-0.29695,-0.00788,0.95178,455.28
quat2,-0.75671,-0.38278,-0.34557,0.40181,455.28
quat3,-0.78525,0.23027,-0.46143,-0.34269,455.28
quat4,0.73703,-0.52265,0.0709,0.4226,455.28
quat5,-0.60585,-0.39297,-0.61842,0.30996,455.28
quat6,-0.47587,-0.49695,-0.57783,0.43898,455.28
quat7,-0.45063,-0.62638,-0.40493,0.49052,455.28
quat8,-0.56903,-0.52623,-0.49316,0.39506,455.28
quat0,-0.20685,0.61554,-0.56522,-0.50877,455.3
quat1,0.08692,-0.28764,-0.01259,0.9537,455.3
quat2,-0.74774,-0.38771,-0.35347,0.40696,455.3
quat3,-0.78974,0.21377,-0.46284,-0.34117,455.3
quat4,0.73457,-0.53347,0.07848,0.4119,455.3
quat5,-0.61087,-0.39363,-0.61265,0.31072,455.3
quat6,-0.47822,-0.49561,-0.57766,0.43818,455.3
quat7,-0.44892,-0.62816,-0.402,0.49223,455.3
quat8,-0.57258,-0.5255,-0.48805,0.39724,455.3
quat0,-0.21246,0.60612,-0.56423,-0.51877,455.32
quat1,0.09619,-0.27865,-0.01915,0.95537,455.32
quat2,-0.73878,-0.39312,-0.36227,0.4104,455.32
quat3,-0.79431,0.19706,-0.46334,-0.33993,455.32
quat4,0.73119,-0.54457,0.08644,0.40166,455.32
quat5,-0.61556,-0.39403,-0.60697,0.31212,455.32
quat6,-0.48116,-0.49324,-0.57835,0.43671,455.32
quat7,-0.44716,-0.6297,-0.3995,0.49389,455.32
quat8,-0.57591,-0.52457,-0.48283,0.40004,455.32
quat0,-0.21893,0.59674,-0.56208,-0.52918,455.34
quat1,0.10442,-0.27057,-0.02776,0.95662,455.34
quat2,-0.72978,-0.39924,-0.37152,0.41232,455.34
quat3,-0.79886,0.18039,-0.46288,-0.33915,455.34
quat4,0.72698,-0.5556,0.09478,0.3922,455.34
