QUAT,w,x,y,z,timestamp
quat0,0.56491,-0.1635,0.15927,0.79295,741.56
quat1,-0.14103,-0.62501,-0.35315,0.68173,741.56
quat2,0.32173,0.74435,0.29089,-0.50775,741.56
quat3,0.74288,0.06144,0.64969,0.14921,741.56
quat4,0.5839,0.22223,0.73931,-0.25119,741.56
quat5,0.73457,0.37221,0.54301,-0.16431,741.56
quat6,0.51028,0.20241,0.66227,-0.50993,741.56
quat7,0.6764,0.52563,0.45694,-0.23959,741.56
quat8,0.44954,-0.66316,0.24763,0.5448,741.56
quat0,0.56698,-0.15561,0.15198,0.7945,741.58
quat1,-0.13637,-0.62829,-0.35111,0.68072,741.58
quat2,0.32223,0.74496,0.28725,-0.50861,741.58
quat3,0.74169,0.0607,0.65042,0.15219,741.58
quat4,0.58635,0.21913,0.73821,-0.25145,741.58
quat5,0.73652,0.37093,0.54143,-0.1637,741.58
quat6,0.51183,0.19954,0.66321,-0.5083,741.58
quat7,0.67677,0.5262,0.45456,-0.24182,741.58
quat8,0.44992,-0.66255,0.24578,0.54607,741.58
quat0,0.56936,-0.14514,0.14258,0.79651,741.6
quat1,-0.13083,-0.63137,-0.34958,0.67974,741.6
quat2,0.32267,0.74556,0.28421,-0.50916,741.6
quat3,0.74027,0.06152,0.65122,0.15531,741.6
quat4,0.58808,0.21647,0.7374,-0.25208,741.6
quat5,0.73905,0.36933,0.53931,-0.1629,741.6
quat6,0.51369,0.19617,0.66419,-0.50645,741.6
quat7,0.67766,0.52609,0.45225,-0.24388,741.6
quat8,0.45062,-0.66168,0.24365,0.54751,741.6
quat0,0.572,-0.13183,0.13195,0.79876,741.62
quat1,-0.1242,-0.63483,-0.34831,0.67842,741.62
quat2,0.32332,0.746,0.28179,-0.50945,741.62
quat3,0.73923,0.06449,0.6519,0.15625,741.62
quat4,0.58906,0.21604,0.73566,-0.25521,741.62
quat5,0.7419,0.36718,0.53717,-0.16191,741.62
quat6,0.51562,0.19274,0.66525,-0.50441,741.62
quat7,0.6789,0.52565,0.45,-0.24554,741.62
quat8,0.45164,-0.66057,0.24129,0.54904,741.62
quat0,0.57443,-0.11679,0.11979,0.80128,741.64
quat1,-0.11782,-0.63792,-0.34832,0.67665,741.64
quat2,0.32319,0.74684,0.27837,-0.51018,741.64
quat3,0.73971,0.06909,0.65121,0.15483,741.64
quat4,0.58979,0.21863,0.73196,-0.26189,741.64
quat5,0.74497,0.36457,0.53509,-0.1606,741.64
quat6,0.51732,0.18943,0.66624,-0.50261,741.64
quat7,0.68016,0.52511,0.44817,-0.24654,741.64
quat8,0.4528,-0.65928,0.23918,0.55056,741.64
quat0,0.5763,-0.10083,0.10595,0.80404,741.66
quat1,-0.11203,-0.63997,-0.3502,0.67472,741.66
quat2,0.32162,0.74816,0.27398,-0.51162,741.66
quat3,0.74056,0.07452,0.65013,0.15282,741.66
quat4,0.59107,0.22225,0.72728,-0.26889,741.66
quat5,0.74738,0.36323,0.53267,-0.16046,741.66
quat6,0.51924,0.18648,0.66653,-0.50134,741.66
