QUAT,w,x,y,z,timestamp
quat0,-0.25997,0.19788,-0.91829,0.22360,647.18
quat1,0.06358,0.14535,0.00371,-0.98733,647.18
quat2,-0.03864,0.54584,-0.06735,-0.83429,647.18
quat3,-0.31032,-0.05945,0.00213,-0.94877,647.18
quat4,-0.01423,0.73419,0.00876,0.67873,647.18
quat5,0.00000,0.13053,0.00000,-0.99144,647.18
quat6,0.00000,0.13053,0.00000,-0.99144,647.18
quat7,0.00000,0.13053,0.00000,-0.99144,647.18
quat8,0.00000,0.13053,0.00000,-0.99144,647.18
quat0,0.47433,0.83675,-0.26652,-0.06186,647.2
quat1,0.05646,0.17257,0.00807,-0.98335,647.2
quat2,-0.04931,0.56149,-0.06323,-0.82359,647.2
quat3,-0.34314,-0.03959,0.02455,-0.93813,647.2
quat4,0.01097,0.71295,-0.01156,0.70103,647.2
quat5,0.00000,0.13053,0.00000,-0.99144,647.2
quat6,0.00000,0.13053,0.00000,-0.99144,647.2
quat7,0.00000,0.13053,0.00000,-0.99144,647.2
quat8,0.00000,0.13053,0.00000,-0.99144,647.2
quat0,0.90278,0.38197,-0.19526,-0.03103,647.22
quat1,0.04881,0.19693,0.00864,-0.97916,647.22
quat2,-0.05953,0.57776,-0.05914,-0.81188,647.22
quat3,-0.37671,-0.02017,0.04763,-0.92489,647.22
quat4,0.03767,0.69254,-0.03600,0.71949,647.22
quat5,0.00000,0.13053,0.00000,-0.99145,647.22
quat6,0.00000,0.13053,0.00000,-0.99145,647.22
quat7,0.00000,0.13053,0.00000,-0.99145,647.22
quat8,0.00000,0.13053,0.00000,-0.99145,647.22
quat0,0.88245,0.42091,-0.20692,-0.03619,647.24
quat1,0.04126,0.21851,0.00814,-0.97493,647.24
quat2,-0.06953,0.59433,-0.05511,-0.79931,647.24
quat3,-0.41001,-0.00376,0.07213,-0.90922,647.24
quat4,0.06499,0.67425,-0.06518,0.73275,647.24
quat5,0.00000,0.13053,0.00000,-0.99145,647.24
quat6,0.00000,0.13053,0.00000,-0.99145,647.24
quat7,0.00000,0.13053,0.00000,-0.99145,647.24
quat8,0.00000,0.13053,0.00000,-0.99145,647.24
